sentence number,sentence,value (0/1)
11,4. Avverso tale provvedimento è possibile fare ricorso presso l’autorità giudiziaria competente nei termini stabiliti dalla legge.,,
12,La dirigente della struttura Liliana Coppola ——— • ———,,
13,Bollettino Ufficiale,,
14,– 12 – Serie Ordinaria n. 4 - Venerdì 24 gennaio 2014 ALLEGATO A,,
15,NUMERO PROG.,,
16,030019304005,,
17,DITTA/ENTE SEDE LABORATORIO,,
18,MINALAB S.r.l. VIA ROMANI 4 - 26041 CASALMAGGIORE (CR) Norma / metodo,,
19,ACCREDITATO (SI / IN CORSO),,
20,Conducibilità,,
21,APAT IRSA 1030 Man 29 2003 + APAT CNR IRSA 2030 Man 29 2003,,
22,S,,
23,Conta Batteri coliformi e conta Escherichia coli,,
24,UNI EN ISO 5667:2007 + UNI EN ISO 9308-1:2002/Cor 1:2007,,
25,S,,
26,Conta Enterococchi intestinali,,
27,UNI EN ISO 5667:2007 + UNI EN ISO 7899-2:2003,,
28,S,,
29,Conteggio colonie su agar a 22 °C ed a 36°C,,
30,UNI EN ISO 5667:2007 + UNI EN ISO 6222: 2001,,
31,S,,
32,Temperatura,,
33,APAT CNR IRSA 2100 Man.,,
34,29 2003,,
35,S,,
36,"Materiale / prodotto / matrice Acque naturali, destinate al consumo umano, superficiali, sotterrane e di falda Acque naturali, destinate al consumo umano, superficiali, sotterrane e di falda Acque naturali, destinate al consumo umano, superficiali, sotterrane e di falda Acque naturali, destinate al consumo umano, superficiali, sotterrane e di falda Acque naturali, destinate al consumo umano, superficiali, sotterrane e di falda Acque naturali, destinate al consumo umano, superficiali, sotterrane e di falda Alimenti Alimenti Superfici nell’area della produzione e della manipolazione degli alimenti, Tamponi, Piastre Superfici nell’area della produzione e della manipolazione degli alimenti, Tamponi, Piastre Superfici nell’area della produzione e della manipolazione degli alimenti, Tamponi, Piastre Superfici nell’area della produzione e della manipolazione degli alimenti, Tamponi, Piastre Alimenti e mangimi Alimenti e mangimi Alimenti e mangimi Alimenti e mangimi Alimenti e mangimi Alimenti e mangimi Acque",,
37,Denominazione della prova,,
38,Ricerca Listeria monocytogenes Ricerca Salmonella spp,,
39,APAT IRSA 1030 Man 29 2003 + APAT CNR IRSA 2060 Man 29 2003 UNI EN ISO 11290-1:2005 UNI EN ISO 6579:2008,,
40,"Conta Enterobatteriaceae, conta Carica microbica totale",,
41,NMKL N. 5-5th Ed.,,
42,2001,,
43,S,,
44,Conta Muffe e lieviti,,
45,ISO 18593:2004 + ISO 21527-1:2008,,
46,S,,
47,Ricerca Listeria monocytogenes,,
48,ISO 18593:2004 + UNI EN ISO 11290-1:2005,,
49,prova sospesa,,
50,Ricerca Salmonella spp,,
51,ISO 18593:2004 + UNI EN ISO 6579:2008,,
52,prova sospesa,,
53,Coliformi Carica microbica totale mesofila Enterobatteriacee Escherichia coli beta- glucuronidasi positiva,,
54,ISO 4832:2006 UNI ISO 4833:2004 ISO 21528-2: 2004 ISO 16649-2 : 2001,,
55,Conta di Listeria monocytogenes,,
56,UNI EN ISO 11290-2: 2005,,
57,S S S S prova sospesa per gli alimenti,,
58,pH,,
59,Stafilococchi coagulasi positivi (Staphylococcus aureus ed altre specie) Legionella spp,,
60,S prova sospesa prova sospesa,,
61,UNI EN ISO 6882-2:2004,,
62,S,,
63,"GU n. 103 del 05-05-2000 All.2, All.3",,
64,S,,
