sentence number,sentence,value (0/1)
11,3,,
12,PREMESSA SPECIFICHE TECNICHE PER LA PREDISPOSIZIONE DEL MODELLO 2.1 Contenuti del Modello 2.1.1 Utilizzo di metodi indiretti 2.2 Indicazioni operative per la predisposizione del Modello 2.2.1 Misure di portata contestuali al monitoraggio chimico-fisico 2.2.2 Verifica di chiusura del bilancio 2.2.3 Fenomeni di repentine e periodiche oscillazioni di portata 2.2.4 Contributo degli interbacini 2.2.5 Interazioni con la falda 2.2.6 Fenomeni di sub-alveo PRODOTTI ATTESI,,
13,– 36 –,,
14,Bollettino Ufficiale,,
15,Serie Ordinaria n. 6 - Venerdì 07 febbraio 2014 1,,
16,PREMESSA,,
17,"Nell’ambito delle sperimentazioni del deflusso minimo vitale (DMV), la conoscenza delle portate in alveo nelle stazioni di monitoraggio biologico e chimico-fisico è un elemento di riferimento per le valutazioni qualitative.",,
18,Per una corretta lettura dei dati di qualità biologica e chimico-fisica è infatti necessario avere a disposizione il regime dei deflussi presente nel periodo temporale di riferimento.,,
19,"Il presente documento fornisce le indicazioni tecniche di riferimento per l’acquisizione, il calcolo e la gestione, da parte del Proponente, dei dati di portata alle stazioni di monitoraggio biologico e chimico-fisico che garantisca la coerente e completa disponibilità di informazioni sul regime delle portate in funzione delle caratteristiche del corso d’acqua oggetto di sperimentazione e degli usi presenti.",,
20,Tale metodologia di gestione dei dati di portata verrà definita come Modello Concettuale dei Deflussi o Modello delle Portate.,,
21,"Come meglio descritto di seguito, il Modello delle Portate può essere realizzato a partire da misure dirette, calcolo indiretto o stima modellistica.",,
22,"Non è da escludere che in uno stesso Modello coesistano i tre diversi criteri sopra elencati; ad ogni stazione di monitoraggio potrà infatti corrispondere un diverso approccio, in funzione dei seguenti aspetti: • complessità morfologica dei singoli tratti di corso d’acqua oggetto di sperimentazione; • configurazione delle derivazioni e restituzioni; • modalità di gestione del corso d’acqua da parte del Proponente; • eventuale presenza lungo i tratti sperimentali di altri prelievi e immissioni, di competenza di soggetti che non partecipano alla sperimentazione.",,
23,2,,
24,SPECIFICHE TECNICHE PER LA PREDISPOSIZIONE DEL MODELLO,,
25,"Sono di seguito specificati i contenuti minimi del Modello delle Portate e le indicazioni operative per la sua predisposizione, con riferimento ai diversi approcci e alle diverse situazioni che si possono verificare nelle sperimentazioni.",,
26,2.1,,
27,Contenuti del Modello,,
28,"Il Modello delle Portate deve descrivere in modo chiaro e dettagliato: a. le stazioni idrometriche disponibili lungo il tratto nonché immediatamente a monte e immediatamente a valle del tratto; b. le stazioni idrometriche disponibili sugli affluenti che afferiscono al tratto; c. le derivazioni o i prelievi presenti lungo il tratto (incluse quelle che non partecipano alla sperimentazione); d. le restituzioni o immissioni presenti lungo il tratto (incluse quelle che non partecipano alla sperimentazione); e. i soggetti titolari di dati e informazioni; f. i dati di portata disponibili in ciascun punto a misura diretta (idrometro e/o derivazione) e, in particolare, la lunghezza della serie storica, la frequenza di acquisizione del dato, la tipologia di dato acquisito (portata istantanea, media, ecc.); g. la tipologia di altri dati e informazioni disponibili e utili alla costruzione del modello delle portate.",,
29,"Le informazioni devono essere restituite nelle seguenti forme: • schema idraulico semplificato del corso d’acqua oggetto di sperimentazione, con indicazione grafica e posizionamento sullo schema stesso di ciascun elemento di cui ai precedenti punti da a) a g). • mappa di contesto comprensiva di tutti gli elementi rappresentati nello schema idraulico, in scala adeguata alla rappresentazione; • tabella degli elementi rappresentati nello schema idraulico, contenente le seguenti informazioni:",,
30,"codice punto; nome punto; tipologia punto (stazione idrometrica, prelievo, restituzione); coordinate punto (espresse nel sistema di riferimento adottato da Regione Lombardia - datum WGS 84, proiezione UTM, fuso 32N); ISTAT comune; località; soggetto titolare del dato; modalità di misura o calcolo (misura in continuo, misura spot, calcolo indiretto); tipologia del dato rilevato (portata, livello); frequenza del dato rilevato (istantaneo, media oraria, media giornaliera, ecc.).",,
31,"Laddove sussistano le condizioni per effettuare misure dirette di portata ed in continuo, le stesse sono da ritenere preferibili rispetto ad altri approcci.",,
32,"Tuttavia non sempre è possibile per il Proponente eseguire una misurazione in continuo delle portate su ciascuna stazione di monitoraggio (sia per difficoltà di installazione, sia per una variabilità nel tempo della forma della sezione e del fondo alveo).",,
33,"In tali casi sono ammissibili anche valutazioni indirette dei deflussi, vale a dire calcolo indiretto tramite dati misurati o, in subordine, stima modellistica.",,
34,2.1.1,,
35,Utilizzo di metodi indiretti,,
36,"Laddove si dovessero utilizzare metodi indiretti, è necessario porre l’attenzione alla coerenza del calcolo rispetto a tutti i prelievi e le immissioni presenti tra una stazione di monitoraggio e la successiva.",,
37,"Infatti, trattandosi di un bilancio di deflussi, trascurare contributi in ingresso o in uscita può comportare una non corrispondenza tra le portate calcolate e le effettive portate transitanti alla stazione di monitoraggio.",,
38,Bollettino Ufficiale,,
39,– 37 – Serie Ordinaria n. 6 - Venerdì 07 febbraio 2014,,
40,Il Proponente deve tener conto in particolare di: a. prelievi e restituzioni di tutti gli usi idrici dei soggetti che partecipano alla sperimentazione; b. prelievi e restituzioni di soggetti non partecipanti alla sperimentazione (considerando anche le restituzioni non corrispondenti ad uno specifico prelievo); c. immissioni di corsi d’acqua naturali o artificiali; d. presenza di attingimenti temporanei.,,
41,"Per quanto riguarda il punto b), è necessario citare la fonte dei dati.",,
42,"Per quanto al punto d), gli attingimenti temporanei possono non essere presi in considerazione laddove costituiscano una quota parte trascurabile rispetto alla portata transitante alla stazione di monitoraggio.",,
43,"Inoltre, data la complessità a cui può essere soggetto il reperimento dei dati relativo a tale tipologia di prelievo, potrà essere valutata per ciascun caso specifico, in accordo con il Comitato di Valutazione, la modalità di gestione di tale informazione nell’ambito del Modello delle Portate.",,
44,2.2,,
45,Indicazioni operative per la predisposizione del Modello,,
46,Il Proponente identifica e descrive le modalità di misura/calcolo/modellazione delle portate per ciascuna stazione di monitoraggio biologico e fisico-chimico.,,
47,Inoltre per ogni sezione di monitoraggio il Proponente fornisce:,,
48,• la fonte del dato di portata (misura diretta / calcolo indiretto / stima modellistica); • la frequenza di restituzione del dato di portata; • in caso di calcolo indiretto: - l’elenco dei dati e delle informazioni utilizzate per il calcolo; - la formula analitica da utilizzare per il calcolo; - la stima (quantitativa) delle incertezze dovute allo schema di calcolo adottato; - la serie dei dati di origine del calcolo; - la serie dei dati di portata calcolati; • in caso di stima modellistica: - la descrizione del modello idrologico/idraulico utilizzato; - i parametri di configurazione del modello utilizzato; - le modalità di calibrazione e validazione del modello; - la serie dei dati di input del modello; - la serie dei dati di portata prodotti dal modello.,,
49,"Per quanto riguarda il calcolo indiretto, allo scopo di garantire la verifica del calcolo e la corretta chiusura del bilancio dei deflussi, il Proponente indica le stazioni di misura dirette dei deflussi utilizzate (misure di portata e/o misure di livello con scale di deflusso) che sono presenti sia lungo il corso d’acqua oggetto di sperimentazione sia lungo gli affluenti sia in tutte le sezioni di prelievo degli utenti (p.e. canali irrigui, centrali idroelettriche, ecc.).",,
50,"Per ogni stazione di monitoraggio, la descrizione del regime dei deflussi è riferita alle portate medie giornaliere.",,
51,"A fronte di esigenze specifiche, ad esempio nel caso di particolari caratteristiche della dinamica del deflussi dovuta a cause naturali (morfologia del bacino idrografico) e/o alle modalità di prelievo e restituzione, potranno essere richieste frequenze di maggior dettaglio.",,
52,2.2.1,,
53,Misure di portata contestuali al monitoraggio chimico-fisico,,
54,"Ai fini del monitoraggio chimico-fisico, ove possibile, deve essere eseguita una misura diretta (istantanea) di portata in concomitanza con il rilievo dei parametri chimici.",,
55,Questo valore di portata potrà inoltre essere utilizzato per una verifica del calcolo indiretto dei deflussi.,,
56,2.2.2,,
57,Verifica di chiusura del bilancio,,
58,"Per ciò che riguarda la verifica di chiusura del bilancio dei deflussi, laddove nel tratto terminale di sperimentazione siano presenti stazioni idrometriche (istituzionali o di proprietà del Proponente) le stesse non possono essere utilizzate per il calcolo dei deflussi ma devono essere mantenute come riferimento per la verifica del bilancio dei deflussi calcolato per tutte le stazioni a monte.",,
59,2.2.3,,
60,Fenomeni di repentine e periodiche oscillazioni di portata,,
61,"In presenza di repentine e periodiche oscillazioni di portata dovute a cause non naturali, è necessario valutare accuratamente la necessità di una misurazione diretta delle portate e di una frequenza dei dati di portata idonea alla corretta rappresentazione del fenomeno.",,
62,"Infatti in tal caso, soprattutto per fenomeni di forte variazione a scala giornaliera, la valutazione indiretta delle portate può contenere errori non trascurabili rispetto al valore delle portate inficiandone, quindi, la valutazione e vanificando la possibilità di un confronto tra l’andamento delle portate e i valori rilevati dei parametri ecologici.",,
63,– 38 –,,
64,Bollettino Ufficiale,,
65,Serie Ordinaria n. 6 - Venerdì 07 febbraio 2014 2.2.4,,
66,Contributo degli interbacini,,
67,"Nei casi in cui la portata sia calcolata in sezioni distanti dal punto di prelievo utilizzando i dati rilevati alla sezione della presa, è necessario tenerne adeguatamente conto nel calcolo del contributo dell’interbacino compreso tra la presa e la sezione di monitoraggio.",,
68,Ciò assume particolare rilievo nel caso in cui l’area di interbacino sia non trascurabile rispetto all’area di tutto il bacino idrografico chiuso alla sezione della derivazione.,,
69,2.2.5,,
70,Interazioni con la falda,,
71,"Nel caso in cui il deflusso superficiale sia in forte relazione con le dinamiche di falda, il Proponente valuta l’andamento giornaliero e stagionale dei deflussi prendendo in considerazione anche le interazioni con la falda stessa.",,
72,"Obiettivo di tali valutazioni è la determinazione dei flussi di portata tra il fiume e la falda lungo il tratto oggetto di sperimentazione, nonché l’individuazione delle dinamiche stagionali di interazione tra fiume e falda in termini quantitativi.",,
73,2.2.6,,
74,Fenomeni di sub-alveo,,
75,"Nel caso in cui siano presenti deflussi sub-superficiali per effetto di particolari condizioni morfologiche dell’alveo, anche per valori di portata dello stesso ordine di grandezza del DMV, il Proponente è tenuto ad eseguire adeguate valutazioni preliminari per individuare i tratti oggetto di tale fenomeno, nonché ad eseguire valutazioni specifiche per la gestione dei deflussi al fine di garantire il rispetto della continuità idraulica e delle condizioni ecologiche obiettivo.",,
76,3,,
77,PRODOTTI ATTESI,,
78,La proposta del Modello delle Portate deve contenere i seguenti elaborati: Relazione metodologica che descrive chiaramente l’impostazione utilizzata per la definizione del Modello delle Portate in riferimento ai contenuti di cui al presente documento.,,
79,La relazione deve contenere un riferimento ai dati utilizzati e alla loro fonte.,,
80,"La relazione deve inoltre descrivere quanto al § 2.2; Schema idraulico semplificato del corso d’acqua oggetto di sperimentazione, con indicazione grafica e posizionamento sullo schema stesso di ciascun elemento dei punti da a) a g) del § 2.1; Mappa di contesto comprensiva di tutti gli elementi rappresentati nello schema idraulico, in scala adeguata alla rappresentazione; Tabella degli elementi rappresentati nello schema idraulico, contenente le informazioni e i campi specificati al § 2.1.",,
81,"Inoltre, nel caso di previsione di misure dirette, la relazione metodologica deve prevedere i seguenti allegati: • la scheda descrittiva degli strumenti utilizzati per la misura e delle modalità di esecuzione della misura; • il programma temporale delle misure con indicazione della tipologia di misura, la frequenza di acquisizione dei dati e il passo temporale di restituzione dei dati stessi (orario, giornaliero, ecc.).",,
82,"Nel caso di utilizzo del calcolo indiretto, la relazione metodologica deve descrivere in dettaglio: • l’elenco dei dati e delle informazioni utilizzate per il calcolo; • la formula analitica da utilizzare per il calcolo; • la stima (quantitativa) delle incertezze dovute allo schema di calcolo adottato; • la serie dei dati di origine del calcolo; • la serie dei dati di portata calcolati; Nel caso di utilizzo della stima modellistica, la relazione metodologica deve descrivere in dettaglio: • il modello idrologico/idraulico utilizzato; • i parametri di configurazione del modello utilizzato; • le modalità di calibrazione e validazione del modello; • la serie dei dati di input del modello; • la serie dei dati di portata prodotti dal modello.",,
83,"In quest’ultimo caso, inoltre, devono essere resi disponibili i file di configurazione e di output dei modelli utilizzati.",,
