sentence number,sentence,value (0/1)
14,"12 dell’Intesa Stato – Regioni del 23 Marzo 2005; Ritenuto che, per quanto riguarda il controllo sulla presenza di organismi geneticamente modificati negli alimenti, sia necessario un coordinamento a livello regionale per quanto riguarda i criteri di ripartizione tra le ASL lombarde, la tipologie di prodotti da sottoporre al controllo e il numero di campioni da prelevare, nonché il conferimento dei campioni ai laboratori di prevenzione individuati per l’analisi; Vista l’istruttoria compiuta dalla Struttura Tutela della persona, Promozione della salute e Igiene degli alimenti, che sulla base delle esigenze territoriali e delle risorse disponibili ha elaborato e condiviso con le ASL lombarde, Servizi di Igiene degli Alimenti e Nutrizione (SIAN) e Laboratori di Prevenzione, ciascuno per quanto di propria competenza, il documento «Indirizzi per la realizzazione dei controlli ufficiali sulla presenza di Organismi Geneticamente Modificati negli alimenti in Regione Lombardia – anno 2014»; Ritenuto pertanto di approvare il documento «Indirizzi per la realizzazione dei controlli ufficiali sulla presenza di Organismi Geneticamente Modificati negli alimenti in Regione Lombardia – anno 2014» di cui all’allegato e parte integrante e sostanziale del presente provvedimento e di prevedere la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e sul sito web della Direzione Generale Sanità; DECRETA 1.",,
15,"Di approvare il documento «Indirizzi per la realizzazione dei controlli ufficiali sulla presenza di Organismi Geneticamente Modificati negli alimenti in Regione Lombardia – anno 2014», parte integrante del presente atto; 2.",,
16,Di disporre la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e sul sito web della Direzione Generale Sanità.,,
17,La dirigente Liliana Coppola,,
18,——— • ———,,
19,ALLEGATO INDIRIZZI PER LA REALIZZAZIONE DEI CONTROLLI UFFICIALI SULLA PRESENZA DI ORGANISMI GENETICAMENTE MODIFICATI NEGLI ALIMENTI IN REGIONE LOMBARDIA – ANNO 2014,,
20,"Al fine di fornire un elevato livello di tutela della salute umana e degli interessi dei consumatori e di garantire la sicurezza alimentare, la normativa europea e quella nazionale impongono il controllo della presenza degli Organismi Geneticamente Modificati (OGM) negli alimenti e il controllo delle procedure di etichettatura.",,
21,"In attuazione del Piano nazionale di controllo ufficiale sulla presenza di OGM negli alimenti per il triennio 2012-2014, parte del Piano Nazionale Integrato – MANCP 2011-2014, si predispone il Piano regionale dei controlli OGM per l’anno 2014 relativo a Regione Lombardia.",,
22,"Regione Lombardia intende proseguire l’attività di monitoraggio degli OGM svolta negli anni passati, in linea con la programmazione nazionale, con l’obiettivo di coordinare le attività di controllo della conformità degli alimenti alla normativa vigente, svolta dalle ASL.",,
23,A seguito della entrata in vigore dei regolamenti comunitari del cosiddetto “Pacchetto Igiene” nonché delle indicazioni operative,,
24,– 18 –,,
25,Bollettino Ufficiale,,
26,"Serie Ordinaria n. 6 - Venerdì 07 febbraio 2014 emanate a livello regionale, la programmazione e lo svolgimento dell’attività di controllo ufficiale in materia di sicurezza alimentare trova il suo fondamento e il suo principio base nella categorizzazione del rischio come criterio per la definizione delle priorità.",,
27,"Nell’ambito di tale programmazione – Piano Triennale dei Controlli, di cui alla DGR 4799/2007 - le ASL della Lombardia hanno costantemente contribuito al Piano Nazionale OGM, con una attività di campionamento particolarmente consistente.",,
28,"Tale attività verrà proseguita anche per l’anno 2014, seguendo le indicazioni operative contenute nel piano nazionale, per quanto riguarda le matrici da sottoporre a controllo e le metodiche di campionamento e analitiche da utilizzare.",,
29,"Per quanto riguarda il numero di campioni che verrà analizzato, a seguito della valutazione dei risultati ottenuti negli anni precedenti, basandosi quindi sui principi della evidence based prevention (EBP) e in un’ottica di ottimizzazione delle risorse disponibili, verrà allineato al numero di campioni contenuto nel Piano nazionale.",,
30,"Dovrà inoltre essere intensificata, nella fase di ispezione, la verifica del rispetto dei requisiti di tracciabilità e di etichettatura.",,
31,"La programmazione di seguito riportata è stata elaborata in collaborazione con le ASL lombarde, Servizi di Igiene degli Alimenti e Nutrizione (SIAN) e Laboratori di Prevenzione, ciascuno per quanto di propria competenza.",,
32,"In particolare, nell’ambito del percorso di riorganizzazione dei Laboratori di Prevenzione a supporto dell’attività di controllo delle ASL (DGR IX/4441 del 28/11/2012), il Laboratorio di Sanità Pubblica dell’ASL di Cremona e il Laboratorio di Prevenzione dell’ASL della Provincia di Milano 1 sono stati individuati come laboratori di riferimento regionale per le analisi degli OGM negli alimenti (DGR X/1103 del 20/12/2013).",,
33,"Organizzazione ispezioni e criteri seguiti per la ripartizione tra le ASL del numero di campioni Il piano dei controlli e campionamenti viene tarato sulla realtà territoriale e produttiva locale delle singole ASL, che si presenta abbastanza variegata: sono infatti presenti sia aree in cui prevalgono le realtà di tipo produttivo, più o meno numerose a seconda delle ASL, e aree in cui prevalgono realtà di tipo commerciale.",,
34,"Tenuto conto delle indicazioni contenute nel Piano nazionale, la programmazione è stata definita secondo i seguenti criteri: in ciascuna ASL sarà data priorità ai luoghi di produzione presenti sul territorio, che saranno oggetto di controlli materiali con ispezioni e campionamento su materie prime e intermedi di produzione.",,
35,"L’obiettivo è quello di rispettare, per quanto la realtà locale lo consenta, l’indicazione di riservare il 50% dei campionamenti ai luoghi di produzione; le ASL nelle quali non siano presenti stabilimenti produttivi o questi siano poco rappresentati eseguiranno campionamenti di prodotti confezionati presso la grande distribuzione e magazzini di stoccaggio, al fine di garantire la rappresentatività della diffusione sul territorio regionale ; saranno inoltre oggetto di particolare attenzione i prodotti per la prima infanzia, le produzioni biologiche e gli esercizi commerciali e/o le logistiche che trattano prodotti importati da Paesi terzi.",,
36,Tipologia di prodotti alimentari da sottoporre a controllo Le matrici da sottoporre a campionamento sono quelle previste dall’allegato 3 del Piano nazionale.,,
37,Ci si concentrerà in particolare su prodotti costituiti o derivati da soia e mais.,,
38,"Si escluderà, però, per la sperimentata impossibilità di estrazione del DNA, il campionamento dei seguenti prodotti: Alimenti a base di soia: Olio raffinato o grezzo, Lecitina (quando presente come additivo), Salsa di soia (come tale e come ingrediente), Spaghetti di soia, Oli e grassi vegetali (come ingredienti); Alimenti a base di mais: Olio raffinato o grezzo, Sciroppo di glucosio (come tale e come ingrediente), Amido (come ingrediente), Besciamella/panna/margarina che contengano amido di mais come ingrediente, Oli e grassi vegetali (come ingredienti).",,
39,Nella definizione del numero dei campioni da prelevare da parte di ciascun SIAN è stata considerata la capacità operativa in funzione dell’analisi del rischio.,,
40,Sono stati inoltre considerati il numero minimo di campioni indicati per Regione Lombardia nell’allegato 2 del Piano nazionale e le specificità del territorio lombardo.,,
41,La ripartizione dei campionamenti per ASL e per laboratorio di analisi è presentata nella seguente tabella: ASL,,
42,N. Campioni,,
43,Milano Milano 1,,
44,5 10,,
45,Milano 2 Monza e Brianza Varese Pavia Lecco Sondrio Como,,
46,5 5 5 5 5 5 10,,
47,Luogo di campionamento,,
48,Laboratorio di riferimento regionale,,
49,"Depositi all’ingrosso e ipermercati Esercizi di vendita al dettaglio, depositi logistici e grande distribuzione Depositi logistici e grande distribuzione Esercizi di vendita al dettaglio e grande distribuzione Produzione, vendita, GDO e logistiche Produzione, vendita al dettaglio Esercizi di vendita al dettaglio e produzione Esercizi di vendita al dettaglio e produzione (mulini) Attività di produzione/trasformazione",,
50,Laboratorio di Prevenzione dell’ASL della Provincia di Milano 1,,
51,Bollettino Ufficiale,,
52,– 19 – Serie Ordinaria n. 6 - Venerdì 07 febbraio 2014,,
53,ASL,,
54,N. Campioni,,
55,Cremona Brescia Bergamo Lodi Mantova Val Camonica Sebino Totale,,
56,15 15 10 5 5 5,,
57,Luogo di campionamento,,
58,Laboratorio di riferimento regionale,,
59,"Esercizi di vendita al dettaglio e GDO Produzione e distribuzione Produzione, depositi, esercizi di vendita al dettaglio e GDO Produzione, distribuzione Produzione Produzione, GDO",,
60,Laboratorio di Sanità Pubblica dell’ASL di Cremona,,
61,110,,
62,"A livello locale i campionamenti devono essere programmati in modo tale da coprire tutto l’anno solare, evitando periodi di concentrazione nei laboratori di analisi e consentendo il rispetto della scadenza per la rendicontazione.",,
63,"Modalità di campionamento In assenza di normativa specifica sul campionamento di OGM e considerate le indicazioni contenute nel Piano nazionale, verranno seguiti i seguenti criteri di formazione del campione ivi menzionati (Allegato 5 del Piano Nazionale).",,
64,A tal proposito le ASL sono invitate a raccordarsi con il rispettivo Laboratorio per le modalità da seguire per il campionamento e la formazione delle aliquote.,,
65,Il verbale di prelievo dovrà contenere le informazioni specifiche dell’allegato 6 del Piano nazionale.,,
66,Nel caso di campionamento di campione globale dovranno essere eseguite le fasi di omogeneizzazione/miscelazione e formazione delle aliquote di legge.,,
67,Si ribadisce l’importanza del rispetto delle procedure per garantire il diritto alla difesa in questa fase irripetibile della prova.,,
68,"I campionamenti al dettaglio prediligeranno prodotti in cui la distribuzione di OGM è omogenea (Allegato 3 del Piano Nazionale) e, per i prodotti con distribuzione non omogenea, si darà preferenza ai prodotti che richiedono solo omogeneizzazione.",,
69,Laboratori di riferimento regionale per l’analisi degli OGM e referenti • •,,
70,"Laboratorio di Sanità Pubblica dell’ASL di Cremona – referente Cristina Somenzi – e-mail cristina.somenzi@aslcremona.it, tel. 0372.497895 Laboratorio di Prevenzione dell’ASL della Provincia di Milano 1 – referente Maria Alessandra Vitale – e-mail maria. alessandra.vitale@aslmi1.mi.it, tel. 0331.498400",,
71,"Analisi e debito informativo Il Laboratorio di Sanità Pubblica dell’ASL di Cremona e il Laboratorio di Prevenzione dell’ASL della Provincia di Milano 1 operano coerentemente con gli indirizzi metodologici secondo le indicazioni del CROGM, eseguendo lo screening mediante metodiche di PCR Real Time.",,
72,"In caso di risultati positivi all’analisi di screening, i relativi campioni verranno inviati, a cura dei Laboratori di riferimento, all’IZSLT – Centro di Riferimento OGM per l’analisi quantitativa.",,
73,"I dati analitici relativi alle attività di controllo OGM verranno inseriti dai laboratori nel database del CROGM e validati da Regione Lombardia, in conformità a quanto previsto dal Piano nazionale.",,
74,"L’attività di controllo e di campionamento effettuata dai SIAN dovrà essere registrata anche in Impres@, così come gli eventuali provvedimenti conseguenti.",,
75,Referente regionale •,,
76,"Regione Lombardia - DG Salute - UO Governo della prevenzione e tutela sanitaria - Struttura Tutela della persona, Promozione della salute e Igiene degli alimenti – referente Emanuela Ammoni – e-mail emanuela_ammoni@regione.lombardia.it, tel.: 02.6765.3029",,
