sentence number,sentence,value (0/1)
71,"Copia della dichiarazione di avvenuto smaltimento dovrà essere inviata al SFR; d. conferimento all’industria per il trattamento Kiln-dried, consistente nell’essiccazione del legname in forno al fine di portare il suo tenore di acqua, espresso in materia secca, al di sotto del 20% nel corso del trattamento, secondo un adeguato schema tempo/temperatura.",,
72,"Copia della dichiarazione di avvenuto smaltimento dovrà essere inviata al SFR; e. conferimento in discarica, assicurandone l’immediata copertura.",,
73,Copia della dichiarazione di avvenuto smaltimento dovrà essere inviata al SFR.,,
74,"Nel caso in cui il legname sosti per più di un giorno prima della sua distruzione, dovrà essere conservato in ambiente riparato, lontano da altre piante di platano e coperto con teloni di plastica.",,
75,È facoltà del SFR concedere deroghe all’immediato smaltimento del legname infetto.,,
76,In tal caso lo stesso dovrà essere accumulato in aree appositamente individuate e lontane da siti ove siano presenti altri platani.,,
77,Dovrà inoltre essere irrorato con fungicidi autorizzati.,,
78,In ogni caso tale materiale dovrà essere smaltito non appena possibile.,,
79,"Il legname derivante da abbattimenti non conseguenti ad ordinanze può essere trasportato dal luogo di taglio a quello di smaltimento con specifica autorizzazione del SFR, contenuta all’interno del nulla osta.",,
80,3.2.4.,,
81,Potature e scavi Potature e recisioni radicali devono essere comunicati preventivamente al SFR.,,
82,"Decorsi 30 giorni dalla richiesta, in assenza di comunicazioni da parte del SFR, si applica il principio del silenzio-assenso e gli interventi potranno essere realizzati Le potature dovranno essere effettuate nel periodo 1° dicembre – 31 marzo, in assenza di pioggia e vento, attenendosi alle norme tecniche descritte in precedenza (vedi punto 3.1).",,
83,In presenza di “cancro colorato” tali operazioni sono subordinate al preventivo abbattimento delle piante infette.,,
84,"Deroghe al periodo indicato per l’effettuazione delle potature potranno essere rilasciate dal SFR a fronte di comprovata necessità derivante da una situazione di pericolo per uomini, animali o cose.",,
85,"Tale richiesta, che dovrà pervenire in forma scritta al SFR, dovrà essere adeguatamente motivata e documentata.",,
86,Il legname derivante dalle potature può essere trasportato dal luogo di taglio a quello di smaltimento con specifica autorizzazione del,,
87,Bollettino Ufficiale,,
88,– 21 – Serie Ordinaria n. 5 - Lunedì 27 gennaio 2014,,
89,SFR contenuta all’interno del nulla osta.,,
90,"In assenza di detto nulla osta, tale autorizzazione viene sostituita, salvo diversa disposizione del SFR, dalla richiesta ad effettuare le operazioni inviata dai proprietari delle piante o dai conduttori a qualunque titolo.",,
91,"Scavi e abbattimenti di piante non infette da C. fimbriata, potranno essere eseguiti senza limiti temporali.",,
92,Nelle zone focolaio la ripiantumazione di piante di platano sensibili a C. fimbriata è vietata.,,
93,"Viceversa, è ammessa la piantumazione di ibridi riconosciuti resistenti a “cancro colorato”.",,
94,3.3.,,
95,"Zone di contenimento Poichè in queste zone si presume non essere più tecnicamente possibile eradicare la malattia, non vige l’obbligo di procedere all’eliminazione delle piante infette.",,
96,"Ogni intervento (potature, scavi, abbattimenti, ecc.) deve comunque essere preventivamente comunicato al SFR da parte dei proprietari o dei conduttori a qualunque titolo.",,
97,"Decorsi 30 giorni dalla richiesta, in assenza di comunicazioni contrarie da parte del SFR, si applica il principio del silenzio-assenso e gli interventi potranno essere realizzati.",,
98,Luogo e procedura di smaltimento del materiale di risulta dovranno sempre essere notificati al SFR.,,
99,"I materiali di risulta derivanti dagli interventi effettuati su piante di platano all’interno della zona di contenimento dovranno essere smaltiti nelle medesime zone, salvo specifica deroga da parte del SFR.",,
100,"Tuttavia, al fine di evitare il rischio di ulteriore espansione del “cancro colorato” tutte le operazioni da effettuarsi sia sull’apparato aereo sia su quello radicale, dovranno essere condotte adottando in ogni caso le procedure descritte in presenza di C. fimbriata (vedi punto 3.2.1.).",,
101,È data facoltà ai proprietari delle piante di richiedere un sopralluogo a titolo oneroso al SFR al fine di valutare la presenza o l’assenza della malattia sulle piante oggetto di interventi.,,
102,Il SFR potrà accogliere o declinare la richiesta in funzione della disponibilità di agenti e ispettori fitosanitari tenuto conto delle priorità istituzionali.,,
103,In caso di certificata assenza di “cancro colorato” il materiale di risulta potrà essere smaltito senza adottare le procedure indicate in caso di presenza della malattia.,,
104,"Per quanto riguarda il taglio e lo smaltimento del legname infetto, nonché del materiale di risulta (compreso quello derivante dalle operazioni di potatura) vale quanto descritto nei punti 3.2.2. e 3.2.3.",,
105,Nelle zone di contenimento la ripiantumazione di piante di platano sensibili a C. fimbriata è consigliata negli stessi siti ove sono state estirpate piante riconosciute infette solo dopo 24 mesi dalla completa rimozione della ceppaia.,,
106,"Viceversa, è consigliata la piantumazione immediata di ibridi riconosciuti resistenti a “cancro colorato”.",,
107,4.,,
108,CONTATTI 4.1.,,
109,"Richieste di sopralluogo e notifiche di inizio attività Le richieste di sopralluogo e le notifiche di inizio attività devono pervenire in forma scritta via posta ordinaria, fax o posta elettronica certificata e devono riportare nominativo, indirizzo, recapito telefonico del referente.",,
110,"Dovranno essere inviate ai seguenti recapiti: Ersaf - Servizio fitosanitario regionale Via Pola, 12/14 20124 Milano Fax: 02.67404602 P.E.C.: fitosanitario.ersaf@pec.regione.lombardia.it Al fine di una migliore individuazione delle piante oggetto di sopralluogo, è necessario fornire al SFR una planimetria il più particolareggiata possibile dell’area interessata.",,
111,Inoltre è fatto obbligo ai proprietari delle piante di mettere a disposizione adeguati mezzi al fine di consentire l’osservazione di eventuali sintomi sospetti in porzioni della pianta non raggiungibili da terra.,,
112,4.2.,,
113,Richieste di informazioni Eventuali informazioni potranno essere richieste contattando i seguenti recapiti: Posta elettronica: infofito@ersaf.lombardia.it Tel: 02.67404687 5.,,
114,SANZIONI I trasgressori delle disposizioni contenute nella presente Circolare e nel d.m.,,
115,29.02.2012 saranno soggetti a sanzione amministrativa ai sensi dell’art.,,
116,"54, comma 23 del D.Lgs.",,
117,214/2005 e successive modifiche.,,
118,– 22 –,,
119,Bollettino Ufficiale,,
120,Serie Ordinaria n. 5 - Lunedì 27 gennaio 2014 ALLEGATO 1,,
121,"ERSAF 						Servizio fitosanitario regionale 						Via Pola, 12 						20124 MILANO - MI DA INVIARE VIA FAX AL NUMERO 02.67404602 Oggetto: D.m.",,
122,"29.02.2012: “Misure di emergenza per la prevenzione, il controllo e l’eradicazione del cancro colorato del platano causato da Ceratocystis fimbriata”.",,
123,Comunicazione operazioni su platani a dimora in zone indenni.,,
124,Il/La sottoscritto/a ______________________________________________________________________________________________________________ residente a ____________________________________________________________________________________________________________ (_______) Via/Piazza/C.na _______________________________________________________________________________________________________n._______ tel. ___________________________________________ tel. cellulare ________________________________ fax___________________________________ indirizzo mail____________________________________________________________________________________________________________________ legale rappresentante della Ditta ________________________________________________________________________________________________ con sede legale a _____________________________________________________________________________________________________ (_______) Via/Piazza/C.na _______________________________________________________________________________________________________n._______ Part.,,
125,"IVA ________________________________________________________________________________________________________________________, RICHIAMATE le disposizioni attuative indicate nel D.M. 29 febbraio 2012 e nel D.d.u.o.",,
126,11 aprile 2013 - n. 3141 Delimitazione del territorio della Regione Lombardia in applicazione del decreto ministeriale 29 febbraio 2012.,,
127,COMUNICA l’effettuazione in data___________________________ di:,,
128,,,
129,abbattimento,,
130,,,
131,manutenzione (ceduatura/potatura),,
132,,,
133,recisioni radicali,,
134,"di n. _______platani/ceppaie ubicati nel Comune di ___________________________, Frazione/località _____________________________ Provincia _________________________________ •",,
135,via __________________________________________________________________________________________________________ n._______,,
136,e/o •,,
137,sull’area catastale censita al/ai mappale/i _____________________________________________________________________________ del/i foglio/i ________________________________________(allega planimetria catastale),,
138,"per i seguenti motivi: ____________________________________________________________________________________________________________ _______________________, ___/___/_____ (luogo)",,
139,(data),,
140,Firma,,
141,______________________________,,
142,Bollettino Ufficiale,,
143,– 23 – Serie Ordinaria n. 5 - Lunedì 27 gennaio 2014 ALLEGATO 2,,
144,"ERSAF 							Servizio fitosanitario regionale 							Via Pola, 12 							20124 MILANO - MI",,
145,DA INVIARE VIA FAX AL NUMERO 02.67404602,,
146,Oggetto: D.m.,,
147,"29.02.2012: “Misure di emergenza per la prevenzione, il controllo e l’eradicazione del cancro colorato del platano causato da Ceratocystis fimbriata”.",,
148,Abbattimento platani infetti,,
149,"Il sottoscritto…………………………………………………………………………………………..................................................................................... in qualità di…………………………………………………………………………………………...................................................................................... comunica che l’abbattimento di n………. platani infetti da Ceratocystis fimbriata f.sp. platani e di n. ……… platani contermini, segnalati da codesto ufficio con raccomandata del …../…../………… prot. n. …………………………....................….. e siti nel comune di ……………………………………….........................................................…… (prov. ……..........................................…..), fraz/loc……………………………………………………………………......................................………… via…………………………………………………………………………………………………....................................................................................….. verrà effettuato il giorno……/……/…………. a partire dalle ore …………… da parte della ditta…………………………………………………, secondo quanto stabilito dal d.m. in oggetto e dalle norme tecniche fornite dal Servizio fitosanitario regionale.",,
150,"Il sottoscritto dichiara, inoltre, che il legname infetto, pari a circa ……………. q.li, verrà trasportato presso 1………………………………………, sita nel comune di……………………………………........................ (prov……...............................................), via ………….……………………………………………………….., ove si procederà a 2………………… …………………………………………………………………………………… Il trasporto e l’eliminazione del legname infetto verranno effettuati entro e non oltre le 48 ore successive al taglio, adottando le necessarie precauzioni onde evitare la dispersione del materiale infetto (copertura del carico con teloni o utilizzo di camion telonati).",,
151,"Il sottoscritto dichiara infine che il materiale minuto (ramaglia, segatura) verrà sottoposto a 3…………………………………………………………………………………………………….......................................................................................",,
152,(data)…………………………………… 						(firma)…………………………………………,,
153,1 2 3,,
154,"Nome della ditta, discarica, ecc. incaricata dello smaltimento del legname Incenerimento, trasformazione previo trattamento termico del patogeno, interramento, trattamento Kiln Dried Bruciatura, conferimento in discarica",,
