sentence number,sentence,value (0/1)
16,"17 novembre 2010, n. 88 di approvazione del «Piano Socio Sanitario Regionale 2010 – 2014»; Richiamate le dd.g.r.: −− 4 ottobre 2006, n. 3257 «Identificazione, a domanda, in capo ad unico soggetto gestore di una pluralità di strutture socio-sanitarie accreditate»; −− 30 maggio 2012 n. 3540 «Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo»; −− 20 dicembre 2013 n. 1185 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2014»; Preso atto che con le dd.g.r. citate sono state definite le procedure per l’accreditamento delle unità d’offerta socio-sanitarie; Vista la circolare regionale n. 21 del 5 luglio 2007 «Chiarimenti in ordine a d.g.r. n. 3257 del 4 ottobre 2006» che indica, tra l’altro, le modalità per ottenere il riconoscimento di Ente Unico; Rilevato che il Legale Rappresentante dell’ente gestore denominato «Cooperativa Sociale Nikolajewka Onlus», con sede legale in Brescia, Via Nikolajewka n. 15, CF 01046690176, ha presentato la richiesta per il riconoscimento di Ente Unico, con istanza pervenuta in data 13 gennaio 2014 prot. n. 74, per le seguenti unità di offerta: C.D.D.: −− «Nikolajewka», codice struttura n. 302029601, con sede in Brescia, Via Nikolajewka n. 15, per n. 30 posti accreditati; −− «Pifferetti», codice struttura n. 302029501, con sede in Brescia, Via Nikolajewka n. 15, per n. 30 posti accreditati; Dato atto che è stata accertata, da parte della struttura «Regolazione, accreditamento e contratti», la corrispondenza della richiesta con la documentazione agli atti; Ritenuto di dover procedere al riconoscimento di Ente Unico per il gestore in oggetto, per le unità di offerta socio sanitarie sopra elencate;",,
17,"Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti dalla d.g.r. n. 3540/2012, con scadenza in data 12 febbraio 2014; Viste la l.r.",,
18,"7 luglio 2008, n. 20 e i provvedimenti organizzativi della X legislatura, adottati dalla Giunta regionale; Richiamata in particolare la d.g.r.",,
19,"20 marzo 2013 n. 3 «Costituzione delle Direzioni Centrali e Generali, incarichi e altre disposizioni organizzative – I provvedimento organizzativo – X legislatura», con la quale è stato affidato l’incarico di Direttore Generale della Direzione Famiglia, Solidarietà sociale e Volontariato a Giovanni Daverio; Stabilito di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia, per la trasmissione dello stesso all’ente gestore interessato, e alla ASL territorialmente competente; DECRETA 1. di riconoscere, con decorrenza dalla data di approvazione del presente atto, come Ente Unico l’ente gestore «Cooperativa Sociale Nikolajewka Onlus», con sede legale in Brescia, Via Nikolajewka n. 15, CF 01046690176, per le seguenti unità di offerta socio sanitarie: C.D.D.: −− «Nikolajewka», codice struttura n. 302029601, con sede in Brescia, Via Nikolajewka n. 15, per n. 30 posti accreditati; −− «Pifferetti», codice struttura n. 302029501, con sede in Brescia, Via Nikolajewka n. 15, per n. 30 posti accreditati; 2. di fare obbligo all’ente gestore di comunicare tempestivamente alla Regione e alla ASL territorialmente competente, tutti quegli elementi che eventualmente in futuro possano incidere sul presente riconoscimento, ivi comprese la cessazione o cessione dell’attività e richiedere, ove necessario, una modifica del riconoscimento medesimo; 3. di disporre la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e di trasmettere copia all’ente gestore interessato, e alla ASL territorialmente competente.",,
20,II direttore generale Giovanni Daverio D.d.g.,,
21,"29 gennaio 2014 - n. 521 Accreditamento della seguente unità di offerta socio sanitaria di assistenza domiciliare integrata (A.D.I.) denominata «Fondazione Guerini Frigerio Onlus», con sede operativa in Orzinuovi, via V. Gambara n. 20, gestita dall’ente «Fondazione Guerini Frigerio Onlus - Per la Bassa Bresciana Occidentale», con stessa sede, CF 86000210178, ed iscrizione della medesima nell’apposito registro regionale IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA, SOLIDARIETÀ SOCIALE E VOLONTARIATO Visti: −− il d.lgs.",,
22,"30 dicembre 1992, n. 502, e successive modificazioni ed integrazioni; −− il d.p.r.",,
23,"14 gennaio 1997 «Approvazione dell’atto di indirizzo e coordinamento alle Regioni ed alle Province autonome di Trento e Bolzano in materia di requisiti strutturali, tecnologici ed organizzativi minimi per l’esercizio delle attività sanitarie da parte delle strutture pubbliche e private»; −− i dd.p.c.m.",,
24,14 febbraio 2001 «Atto di indirizzo e coordinamento in materia di prestazioni socio sanitarie» e 29 novembre 2001 «Definizione dei livelli essenziali di assistenza»; −− la l.r.,,
25,"2 aprile 2007, n. 8 «Disposizioni in materia di attività sanitarie e socio-sanitarie.",,
26,Collegato» e successive modifiche; −− la l.r.,,
27,"12 marzo 2008, n. 3 «Governo della rete degli interventi e dei servizi alla persona in ambito sociale e socio-sanitario»; −− la l.r.",,
28,"30 dicembre 2009, n. 33: «Testo unico delle leggi regionali in materia di sanità»; −− la d.c.r.",,
29,"17 novembre 2010, n. 88 di approvazione del «Piano Socio Sanitario Regionale 2010 – 2014»; Richiamate le dd.g.r.: −− 30 maggio 2012 n. 3540 «Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo»;",,
