sentence number,sentence,value (0/1)
23,Ciò richiede che processo di rilevazione sia allineato alla tempistica di effettivo esercizio dell’istruttoria legata alle unità di offerta.,,
24,Scheda Struttura Scheda Struttura è parte del debito informativo che costituisce un requisito trasversale di esercizio per tutte le unità di offerta socio sanitarie.,,
25,"Grazie a Scheda Struttura è possibile acquisire, a consuntivo, dati sul funzionamento delle unità di offerta socio sanitarie, in particolare riferiti alle caratteristiche e quantità di personale operante, alle liste d’attesa, alle rette praticate nei confronti degli utenti, ai principali dati economici e, per quanto riguarda le RSA, sulle attività assistenziali, sui progetti in essere e sulle caratteristiche fisiche della residenza.",,
26,"Scheda Struttura rappresenta quindi un importante strumento a disposizione della Regione e delle ASL, sia perché consente di svolgere analisi per identificare e selezionare indicatori significativi per la programmazione regionale, sia perché supporta l’attività di vigilanza propria delle ASL.",,
27,Nel 2014 viene pertanto esteso a tutte le unità di offerta l’obbligo di rilevazione dei dati afferenti alla scheda con riferimento alla gestione 2013.,,
28,Con successivo atto verrà approvato il modello di rilevazione della scheda e le regole per l’alimentazione dei dati.,,
29,Si chiede alle ASL di assicurare l’accompagnamento degli enti nella corretta rilevazione dei dati in applicazione delle regole che verranno definite.,,
30,Il sistema dei flussi finalizzato alla rendicontazione della produzione erogata nel sistema di offerta socio sanitario: 1.,,
31,"FE (Flusso Economico): finalizzato alla valorizzazione della produzione delle prestazioni in RSA, CDI, RSD, CSS, CDD, Hospice, Riabilitazione (solo riguardo ai ricoveri in regime ordinario e dia DH per l’età evolutiva, Cure Intermedie, Comunità terapeutiche.",,
32,In allegato alla presente (Allegato 2)(omissis) viene pubblicato il tracciato FE completo delle tabelle di decodifica delle procedure aggiornate con le variazioni introdotte dalla d.g.r.,,
33,X/1185 del 20 dicembre 2013 in materia di Riabilitazione e Cure intermedie.,,
34,"Nell’ambito delle tabelle, in attesa del riordino definitivo della rete di riabilitazione afferente la DG Famiglia Solidarietà Sociale e Volontariato, vengono mantenute tutte le procedure già previste e aggiunte quelle per la rendicontazione delle Cure Intermedie.",,
35,"In particolare sono state introdotte le procedure per la rilevazione delle prestazioni residenziali di Cure Intermedie ex specialistica, ex Generale e Geriatrica, ex Mantenimento.",,
36,Viene infine eliminato il tracciato FE3 a fronte dell’implementazione del nuovo flusso di rilevazione della misura B. 1 nell’ambito dell’attuazione della d.g.r.,,
37,X/740/2013 e della d.g.r.,,
38,856/2013.,,
39,Nella tabella di seguito riportata viene indicato il calendario degli invii del flusso FE valido per il 2014:,,
40,– 22 –,,
41,Bollettino Ufficiale,,
42,Serie Ordinaria n. 6 - Giovedì 06 febbraio 2014,,
43,FLUSSO FE (SMAF),,
44,Periodo di riferimento,,
45,Scadenza invio Esiti automatici Scadenza 2° invio Esiti automatici dati dalla ASL alla dalla Regione dati dalla ASL alla dalla Regione Regione da fine (1° elaborazione) Regione da fine (2° elaborazione) trimestre da fine trimestre trimestre da fine trimestre,,
46,I° trimestre II° trimestre III° trimestre IV° trimestre,,
47,ENTRO IL 30 APRILE ENTRO IL 30 LUGLIO,,
48,ENTRO IL 05 MAGGIO ENTRO IL 05 AGOSTO,,
49,ENTRO IL 20 MAGGIO ENTRO IL 20 AGOSTO,,
50,ENTRO IL 25 MAGGIO ENTRO IL 25 AGOSTO,,
51,ENTRO IL 30 OTTOBRE ENTRO IL 30 GENNAIO,,
52,ENTRO IL 05 NOVEMBRE ENTRO IL 05 FEBBRAIO,,
53,ENTRO IL 20 NOVEMBRE ENTRO IL 20 FEBBRAIO,,
54,ENTRO IL 25 NOVEMBRE ENTRO IL 25 FEBBRAIO,,
55,2.,,
56,CONS: Nel 2014 il flusso di rilevazione delle prestazioni nei consultori pubblici e privati accreditati a contratto avviene attraverso il sistema SMAF.,,
57,Lo SMAF viene applicato anche alla rilevazione definitiva dei trimestri relativi al 2013.,,
58,A questo fine verranno date indicazioni per la gestione del processo di profilazione degli utenti sullo strumento.,,
59,Nella tabella di seguito riportata viene indicato il calendario degli invii del flusso valido per il 2014:,,
60,FLUSSO CONSULTORI,,
61,Periodo di riferimento,,
62,I° trimestre II° trimestre,,
63,Scadenza invio dati dalla ASL alla Regione da fine trimestre ENTRO IL 25 APRILE ENTRO IL 25 LUGLIO,,
64,Scadenza 2° Esiti automatici invio dati Esiti automatici dalla Regione dalla ASL dalla Regione (2° (1° elaborazione) alla Regione elaborazione) da fine da fine trimestre da fine trimestre trimestre ENTRO IL 30 ENTRO IL 20 ENTRO IL 25 APRILE MAGGIO MAGGIO ENTRO IL 31 ENTRO IL 20 ENTRO IL 25 LUGLIO AGOSTO AGOSTO,,
65,III° trimestre,,
66,ENTRO IL 25 OTTOBRE,,
67,ENTRO IL 31 OTTOBRE,,
68,ENTRO IL 20 NOVEMBRE,,
69,ENTRO IL 25 NOVEMBRE,,
70,IV° trimestre,,
71,ENTRO IL 25 GENNAIO,,
72,ENTRO IL 31 GENNAIO,,
73,ENTRO IL 20 FEBBRAIO,,
74,ENTRO IL 25 FEBBRAIO,,
75,3.,,
76,SOSIA: prestazioni nelle RSA.,,
77,Nella tabella di seguito riportata viene indicato il calendario degli invii del flusso FE valido per il 2014:,,
78,FLUSSO SOSIA (SMAF) Periodo di riferimento I° trimestre II° trimestre III° trimestre IV° trimestre,,
79,Scadenza invio Esiti automatici Scadenza 2° invio Esiti automatici dati dalla ASL alla dalla Regione dati dalla ASL alla dalla Regione Regione da fine (1° elaborazione) Regione da fine (2° elaborazione) trimestre da fine trimestre trimestre da fine trimestre ENTRO IL 25 ENTRO IL 28 ENTRO IL 08 ENTRO IL 10 APRILE APRILE MAGGIO MAGGIO ENTRO IL 25 ENTRO IL 28 ENTRO IL 08 ENTRO IL 10 LUGLIO LUGLIO AGOSTO AGOSTO ENTRO IL 25 ENTRO IL 28 ENTRO IL 08 ENTRO IL 10 OTTOBRE OTTOBRE NOVEMBRE NOVEMBRE ENTRO IL 25 ENTRO IL 28 ENTRO IL 08 ENTRO IL 10 GENNAIO GENNAIO FEBBRAIO FEBBRAIO,,
80,Bollettino Ufficiale,,
81,– 23 – Serie Ordinaria n. 6 - Giovedì 06 febbraio 2014,,
82,4.,,
83,SIAD: prestazioni di Assistenza Domiciliare Integrata.,,
84,Viene aggiornato (allegato 3)(omissis) il manuale tecnico di gestione delle regole di invio e di rendicontazione delle prestazioni.,,
85,Si definisce di seguito il calendario degli invii del flusso valido per il 2014:,,
86,FLUSSO SIAD (SMAF),,
87,Periodo di riferimento,,
88,GENNAIO FEBBRAIO MARZO APRILE MAGGIO GIUGNO LUGLIO AGOSTO SETTEMBRE OTTOBRE NOVEMBRE,,
89,DICEMBRE,,
90,Esiti Esiti Scadenza 2° automatici automatici Scadenza invio invio dati dalla dalla dati dalla ASL dalla ASL Regione Regione alla Regione alla Regione (1° (2° da fine da fine elaborazione) elaborazione) trimestre trimestre da fine da fine trimestre trimestre ENTRO IL 20 ENTRO IL 28 NON NON FEBBRAIO FEBBRAIO PREVSTO PREVISTO ENTRO IL 20 ENTRO IL 28 NON NON MARZO MARZO PREVSTO PREVISTO ENTRO IL 20 ENTRO IL 28 NON NON APRILE APRILE PREVSTO PREVISTO ENTRO IL 20 ENTRO IL 28 NON NON MAGGIO MAGGIO PREVSTO PREVISTO ENTRO IL 20 ENTRO IL 28 NON NON GIUGNO GIUGNO PREVSTO PREVISTO ENTRO IL 20 ENTRO IL 28 NON NON LUGLIO LUGLIO PREVSTO PREVISTO ENTRO IL 20 ENTRO IL 28 NON NON AGOSTO AGOSTO PREVSTO PREVISTO ENTRO IL 20 ENTRO IL 28 NON NON SETTEMBRE SETTEMBRE PREVSTO PREVISTO ENTRO IL 20 OTTOBRE ENTRO IL 20 NOVEMBRE ENTRO IL 20 DICEMBRE,,
91,ENTRO IL 28 OTTOBRE ENTRO IL 28 NOVEMBRE ENTRO IL 28 DICEMBRE,,
92,NON PREVSTO NON PREVSTO NON PREVSTO,,
93,NON PREVISTO NON PREVISTO NON PREVISTO,,
94,ENTRO IL 20 GENNAIO ANNO SUCCESSIVO,,
95,ENTRO IL 28 GENNAIO ANNO SUCCESSIVO,,
96,NON PREVSTO,,
97,NON PREVISTO,,
98,Con decorrenza dalle prese in carico attivate dal mese di febbraio 2014 è richiesta l’alimentazione dei dati relativi alla valutazione anche con riferimento all’ADI prestazionale classificata nel flusso come Adi estemporanea.,,
99,L’alimentazione dei dati è necessaria per l’implementazione del flusso ministeriale NSIS SIAD.,,
100,5.,,
101,"SIDI: prestazioni in RSD, CDD e CSS.",,
102,Si definisce di seguito il calendario degli invii del flusso valido per il 2014:,,
103,– 24 –,,
104,Bollettino Ufficiale,,
105,Serie Ordinaria n. 6 - Giovedì 06 febbraio 2014,,
106,FLUSSO SIDI (SMAF),,
107,Esiti Esiti automatici automatici Scadenza Scadenza 2° dalla dalla invio dati dalla invio dati Regione Regione Periodo di ASL alla dalla ASL alla (1° (2° riferimento Regione da Regione da elaborazione) elaborazione) fine trimestre fine trimestre da fine da fine trimestre trimestre ENTRO IL 20 NON NON NON I° trimestre APRILE PREVISTO PREVISTO PREVISTO ENTRO IL 20 NON NON NON II° trimestre LUGLIO PREVISTO PREVISTO PREVISTO ENTRO IL 20 NON NON NON III° trimestre OTTOBRE PREVISTO PREVISTO PREVISTO ENTRO IL 20 NON NON NON IV° trimestre GENNAIO PREVISTO PREVISTO PREVISTO 6.,,
108,CDI: prestazioni nei Centri Diurni Integrati per anziani.,,
109,Nella tabella di seguito riportata viene indicato il calendario degli invii del flusso valido per il 2014:,,
110,FLUSSO CDI (SMAF),,
111,Periodo di riferimento,,
112,Scadenza invio dati dalla Struttura CDI alla ASL da fine trimestre,,
113,Scadenza invio dati dalla ASL alla Regione da fine trimestre (1° elaborazione) da fine trimestre,,
114,Esiti Scadenza automatici 2° invio dalla dalla Regione Struttura (1° CDI alla elaborazio ASL da ne) da fine fine trimestre trimestre,,
115,Scadenza Esiti 2° invio automatici dati dalla dalla ASL alla Regione (2° Regione elaborazione) da fine da fine trimestre trimestre,,
116,I° trimestre,,
117,Entro il 10 Aprile,,
118,Entro il 25 Aprile,,
119,Entro il 28 Aprile,,
120,Entro il 6 Maggio,,
121,Entro l’ 8 Maggio,,
122,Entro il 10 Maggio,,
123,II° trimestre,,
124,Entro il 10 Luglio,,
125,Entro il 25 Luglio,,
126,Entro il 28 Luglio,,
127,Entro il 6 Agosto,,
128,Entro l’ 8 Agosto,,
129,Entro il 10 Agosto,,
130,III° trimestre,,
131,Entro il 10 Ottobre,,
132,Entro il 25 Ottobre,,
133,Entro il 28 Ottobre,,
134,Entro il 6 Entro l’ 8 Novembre Novembre,,
135,Entro il 10 Novembre,,
136,IV° trimestre,,
137,Entro il 10 Gennaio,,
138,Entro il 25 Gennaio,,
139,Entro il 28 Gennaio,,
140,Entro il 6 Febbraio,,
141,Entro il 10 Febbraio,,
142,Entro l’ 8 Febbraio,,
143,7.,,
144,"SDOFAM: prestazioni di riabilitazione in regime di ricovero ordinario e di DH per permettere la rilevazione delle prese in carico legate all’età evolutiva, di cure intermedie e prestazioni in Hospice.",,
145,Viene aggiornato (Allegato 4)(omissis) il tracciato di rilevazione delle prestazioni in attuazione a quanto definito dalla d.g.r.,,
146,"X/1185/2013 in materia di riabilitazione e cure intermedie, in particolare implementando nuovi codici per la rilevazione delle cure intermedie.",,
147,"Viene aggiornato altresì, sempre nell’allegato 3)(omissis) alla presente circolare, il flusso DOFAM attraverso l’introduzione del tracciato denominato SDOFAM 4 ai fini dell’adeguamento a quanto richiesto dal MDS sul flusso Hospice ministeriale.",,
148,La rilevazione attraverso la nuova versione del tracciato si applica a partire dal secondo trimestre 2014.,,
149,Bollettino Ufficiale,,
150,– 25 – Serie Ordinaria n. 6 - Giovedì 06 febbraio 2014,,
151,FLUSSO SDOFAM (SMAF),,
152,Periodo di riferimento,,
153,I° trimestre II° trimestre III° trimestre IV° trimestre,,
154,Scadenza Scadenza Esiti automatici 2° invio dati invio dati dalla Regione Esiti automatici dalla ASL dalla ASL (2° dalla Regione alla alla Regione (1° elaborazione) elaborazione) Regione da fine da fine da fine trimestre da fine trimestre trimestre trimestre ENTRO IL 15 APRILE ENTRO IL 15 LUGLIO,,
155,ENTRO IL 19 APRILE ENTRO IL 19 LUGLIO,,
156,ENTRO IL 25 APRILE ENTRO IL 25 LUGLIO,,
157,ENTRO IL 27 APRILE ENTRO IL 27 LUGLIO,,
158,ENTRO IL 15 OTTOBRE ENTRO IL 15 GENNAIO,,
159,ENTRO IL 19 OTTOBRE ENTRO IL 19 GENNAIO,,
160,ENTRO IL 25 OTTOBRE ENTRO IL 25 GENNAIO,,
161,ENTRO IL 27 OTTOBRE ENTRO IL 27 GENNAIO,,
162,8.,,
163,"RIAFAM: prestazioni di riabilitazione ambulatoriale, domiciliare e di ciclo diurno continuo.",,
164,E’ stato implementato il sistema di acquisizione controllo e restituzione tramite SMAF per il flusso in oggetto con decorrenza dall’invio relativo al primo trimestre 2014.,,
165,Verranno successivamente fornite specifiche indicazioni per la gestione del processo di profilazione utenti per l’utilizzo dello strumento.,,
166,Nella tabella di seguito riportata viene definito il calendario di invio del flusso valido per il 2014:,,
167,FLUSSO RIAFAM (SMAF),,
168,Esiti Esiti automatici automatici Scadenza Scadenza 2° dalla dalla invio dati dalla invio dati Regione Regione Periodo di ASL alla dalla ASL alla (1° (2° riferimento Regione da Regione da elaborazione) elaborazione) fine trimestre fine trimestre da fine da fine trimestre trimestre ENTRO IL 30 ENTRO IL 05 ENTRO IL 20 ENTRO IL 25 I° trimestre APRILE MAGGIO MAGGIO MAGGIO ENTRO IL 30 ENTRO IL 05 ENTRO IL 20 ENTRO IL 25 II° trimestre LUGLIO AGOSTO AGOSTO AGOSTO ENTRO IL 30 ENTRO IL 05 ENTRO IL 20 ENTRO IL 25 III° trimestre OTTOBRE NOVEMBRE NOVEMBRE NOVEMBRE ENTRO IL 30 ENTRO IL 05 ENTRO IL 20 ENTRO IL 25 IV° trimestre GENNAIO FEBBRAIO FEBBRAIO FEBBRAIO 9.,,
169,AMB DIPENDENZE: prestazioni ambulatoriali in area dipendenze (SMI e Sert).,,
170,Nella tabella di seguito riportata viene definito il calendario di invio del flusso valido per il 2014:,,
171,– 26 –,,
172,Bollettino Ufficiale,,
173,Serie Ordinaria n. 6 - Giovedì 06 febbraio 2014,,
174,FLUSSO AMB DIPENDENZE (SMAF),,
175,Esiti Esiti automatici automatici Scadenza Scadenza 2° dalla dalla invio dati dalla invio dati Regione Regione Periodo di ASL alla dalla ASL alla (1° (2° riferimento Regione da Regione da elaborazione) elaborazione) fine trimestre fine trimestre da fine da fine trimestre trimestre ENTRO IL 30 ENTRO IL 05 ENTRO IL 20 ENTRO IL 25 I° trimestre APRILE MAGGIO MAGGIO MAGGIO ENTRO IL 30 ENTRO IL 05 ENTRO IL 20 ENTRO IL 25 II° trimestre LUGLIO AGOSTO AGOSTO AGOSTO ENTRO IL 30 ENTRO IL 05 ENTRO IL 20 ENTRO IL 25 III° trimestre OTTOBRE NOVEMBRE NOVEMBRE NOVEMBRE ENTRO IL 30 ENTRO IL 05 ENTRO IL 20 ENTRO IL 25 IV° trimestre GENNAIO FEBBRAIO FEBBRAIO FEBBRAIO Anche nel 2014 verrà utilizzato il flusso AMB dipendenze per la valorizzazione delle prestazioni erogate.,,
176,"Si chiede alle ASL nel cui territorio sono ubicati gli SMI di procedere alla rilevazione del flusso che costituisce, come gli altri flussi, specifico debito informativo a carico degli enti gestori ai fini dell’erogazione di prestazioni a carico del FSR.",,
177,10.,,
178,SIND: relativo alla rilevazione delle prestazioni erogate per la cura dalle dipendenze da sostanze stupefacenti.,,
179,Di seguito è riportato il calendario di invio valido per il 2014:,,
180,FLUSSO SIND (SMAF),,
181,"Scadenza invio Esiti automatici Scadenza 2° invio Esiti automatici Periodo di dati dalla ASL alla dalla Regione dati dalla ASL alla dalla Regione riferimento Regione da fine (1° elaborazione) Regione da fine (2° elaborazione) trimestre da fine trimestre trimestre da fine trimestre ENTRO IL 27 ENTRO IL 29 ANNO STRUTTURE NON PREVISTA NON PREVISTA GENNAIO GENNAIO ENTRO IL 10 ENTRO IL 15 ANNO ATTIVITA' NON PREVISTA NON PREVISTA FEBBRAIO FEBBRAIO Gestione dei flussi oggetto del debito informativo verso l’NSIS dell’MDS Anche nel 2014 la Direzione Generale Famiglia Solidarietà Sociale e Volontariato dovrà garantire all’NSIS del Ministero della Salute l’assolvimento del debito informativo collegato ai seguenti flussi di produzione: • Assistenza residenziale e semiresidenziale agli anziani (FAR), il flusso Far è alimentato attraverso i flussi SOSIA e CDI; • Assistenza Domiciliare Integrata (SIAD); • Dipendenze (SIND, sistema informativo nazionale sulle dipendenze); • Assistenza in Hospice (HOSPICE) Nel corso dell’anno verranno organizzare specifichi incontri per condividere regole di analisi dei dati allineate a quelle definite dal MDS.",,
182,"Si chiede alle ASL di garantire l’allineamento tra i dati dei flussi SOSIA, CDI, CDD, SIDI, SIAD e i dati di attività rendicontati nei flussi ministeriali individuati dall’MDS per il calcolo degli indicatori sopra riportati (FLS21 quadro H (ADI), STS24 quadri G e F), al fine di permettere il corretto posizionamento dell’indicatore a livello regionale.",,
183,"La Direzione Generale Famiglia Solidarietà Sociale e Volontariato trasmetterà con cadenza semestrale il valore degli indicatori calcolandoli attraverso i dati di SOSIA, CDI, CDD e SIAD al fine di permettere in via preventiva alle ASL la verifica di coerenza rispetto ai dati inseriti nei modelli ministeriali.",,
184,Approvazione dei tracciati per la rilevazione delle misure di cui alla d.g.r.,,
185,"X/856/2013 La presente circolare, agli allegati 5) 6), 7), 8), 9), 10), 11) (omissis) approva i manuali tecnici dei tracciati per la rilevazione delle misure previste dalla d.g.r.",,
186,"X/856/2013, in conformità a quanto definito dalla circolare n. 1 del 15 gennaio 2014, e precisamente: A. Manuale tecnico per la rilevazione della rete delle unità di offerta che rogano le misure di cui alla d.g.r.",,
187,856/2013.,,
188,B. Manuale tecnico per la rilevazione della misura n. 2 relativa alla residenzialità leggera.,,
189,C. Manuale tecnico per la rilevazione della misura n. 3 relativa ai minori con gravissima disabilità.,,
190,D. Manuale tecnico per la rilevazione della misura n. 4 relativa a RSA/RSD aperta; E. Manuale tecnico per la rilevazione della misura n. 5 relativa alla presa in carico ambulatoriale delle persone affette da gioco d’azzardo patologico; F. Manuale tecnico per la rilevazione della misura n. 6 relativa ai minori in comunità; G. Manuale tecnico per la rilevazione del contributo B.1 nell’ambito di quanto previsto dalla d.g.r.,,
191,740/2013; Il sistema dei flussi legati all’attuazione della d.g.r.,,
192,X/856/2013 utilizza il sistema di acquisizione SMAF e prevede il seguente calendario di rilevazione:,,
193,Bollettino Ufficiale,,
194,– 27 – Serie Ordinaria n. 6 - Giovedì 06 febbraio 2014,,
195,Periodo di riferimento I° trimestre II° trimestre III° trimestre IV° trimestre,,
196,Scadenza invio Esiti automatici Scadenza 2° invio Esiti automatici dati dalla ASL alla dalla Regione dati dalla ASL alla dalla Regione Regione da fine (1° elaborazione) Regione da fine (2° elaborazione) trimestre da fine trimestre trimestre da fine trimestre ENTRO IL 30 APRILE ENTRO IL 30 LUGLIO ENTRO IL 30 OTTOBRE ENTRO IL 30 GENNAIO,,
197,ENTRO IL 05 MAGGIO ENTRO IL 05 AGOSTO ENTRO IL 05 NOVEMBRE ENTRO IL 05 FEBBRAIO,,
198,ENTRO IL 20 MAGGIO ENTRO IL 20 AGOSTO ENTRO IL 20 NOVEMBRE ENTRO IL 20 FEBBRAIO,,
199,ENTRO IL 25 MAGGIO ENTRO IL 25 AGOSTO ENTRO IL 25 NOVEMBRE ENTRO IL 25 FEBBRAIO,,
200,"In relazione alla misura n. 3 relativa ai minori con gravissima disabilità, verrà trasmesso alle ASL il codice struttura utile all’effettuazione delle valutazioni in SIDI in conformità a quanto previsto dalla circolare n. 1 del 15 gennaio 2014.",,
201,"Gli allegati richiamati nella circolare sono scaricabili dal sito della Direzione Generale Famiglia, Solidarietà Sociale e Volontariato al seguente indirizzo: www.famiglia.regione.lombardia.it Il direttore generale Giovanni Daverio",,
