sentence number,sentence,value (0/1)
11,8 marzo 2002 n. VII/8313 coordinato con le modifiche ed integrazioni disposte dalla presente deliberazione.,,
12,Il segretario: Marco Pilloni ——— • ———,,
13,Bollettino Ufficiale,,
14,– 15 – Serie Ordinaria n. 3 - Mercoledì 15 gennaio 2014 ALLEGATO 1,,
15,APPENDICE RELATIVA A CRITERI E MODALITÀ PER LA REDAZIONE DELLA DOCUMENTAZIONE DI PREVISIONE DI IMPATTO ACUSTICO DEI CIRCOLI PRIVATI E PUBBLICI ESERCIZI A),,
16,Documentazione predisposta in forma semplificata di dichiarazione sostitutiva resa dal titolare /gestore del circolo privato o pubblico esercizio,,
17,La documentazione di previsione di impatto acustico è resa in forma di dichiarazione sostitutiva da parte del titolare/gestore se il pubblico esercizio o il circolo privato rientra in uno dei seguenti casi (le condizioni elencate in ciascun caso devono essere tutte rispettate).,,
18,"La documentazione consisterà nella dichiarazione sostitutiva resa ai sensi del dPR 445/2000, contenente tutti gli elementi che caratterizzano il caso.",,
19,Caso 1 a.,,
20,Apertura dopo le 6:00.,,
21,b.,,
22,Chiusura non oltre le 22:00.,,
23,c.,,
24,Non viene effettuato DJ Set.,,
25,d.,,
26,Non viene effettuata musica Live.,,
27,e.,,
28,Non vengono svolti intrattenimenti danzanti.,,
29,f.,,
30,Assenza di impianti di diffusione sonora in esterno.,,
31,Caso 2 a.,,
32,Strutturalmente NON connesso con edifici con destinazione d’uso residenziale,,
33,b.,,
34,Situato a più di 50 m da edifici ad uso residenziale,,
35,c.,,
36,Non viene effettuato DJ Set.,,
37,d.,,
38,Non viene effettuata musica Live.,,
39,e.,,
40,Non vengono svolti intrattenimenti danzanti.,,
41,f.,,
42,Assenza di impianti di diffusione sonora in esterno.,,
43,Caso 3 a.,,
44,Assenza di impianti di diffusione sonora con potenza complessiva superiore a 50 watt e assenza di subwoofer.,,
45,b.,,
46,Assenza di impianti di diffusione sonora in esterno.,,
47,c.,,
48,Non viene effettuato DJ Set.,,
49,d.,,
50,Non viene effettuata musica Live.,,
51,e.,,
52,Non vengono svolti intrattenimenti danzanti.,,
53,f.,,
54,"Assenza di impianti di trattamento dell’aria installati in ambiente esterno oppure presenza di un unico impianto di trattamento dell’aria installato in ambiente esterno, dotato di certificazione di emissione massima ad 1 metro di distanza non superiore a 50 dB(A).",,
55,g.,,
56,Assenza di plateatico esterno o presenza di plateatico esterno con capienza massima di 12 persone e fruibile non oltre le ore 24:00.,,
57,B),,
58,Documentazione redatta da tecnico competente in acustica ambientale,,
59,"Qualora il circolo privato o il pubblico esercizio non ricada nei casi di cui alla lettera A), la documentazione di previsione di impatto acustico viene redatta da tecnico competente in acustica ambientale e deve contenere almeno le informazioni riportate di seguito.",,
60,"Per facilitare la redazione della documentazione, sono anche indicate alcune ipotesi cautelative che il tecnico competente non è comunque vincolato a seguire.",,
61,"L’adozione di ipotesi diverse rispetto a tali ipotesi cautelative deve essere però motivata, documentata e richiede valutazioni di dettaglio da parte del tecnico estensore della documentazione. a.",,
62,"Orari di apertura al pubblico e numero massimo di avventori all’interno del pubblico esercizio o utenti del circolo privato, come previsto o autorizzato.",,
63,Sulla base di questo numero dovrà essere valutato per l’interno il livello massimo di emissione relativo al contributo antropico.,,
64,"Ipotesi cautelativa: Ai fini della valutazione, si ritiene cautelativa l’ipotesi di almeno il 50% degli avventori parlanti, ad un livello sonoro, per ciascun avventore, di 65 dB(A) ad 1 metro di distanza.",,
65,b.,,
66,"Eventuale concessione di aree di utilizzo esterne (plateatico o aree in uso all’aperto), orari di fruizione al pubblico o agli utenti e indicazione del numero massimo di avventori/utilizzatori per le suddette aree, come indicato nell’autorizzazione.",,
67,"Ipotesi cautelativa: Ai fini della valutazione, si ritengono cautelative le ipotesi di almeno il 50% degli avventori parlanti, ad un livello sonoro, per ciascun avventore, di 65 dB(A) ad 1 metro di distanza e attenuazioni, ad esempio dovute a tendoni, tensostrutture, materiali fonoassorbenti, non superiori a 3 dB(A).",,
68,c.,,
69,Eventuale concessione di aree di parcheggio di pertinenza e valutazione del loro impatto.,,
70,d.,,
71,"Individuazione degli impianti di diffusione sonora, sia in ambiente interno che in esterno, e descrizione della loro collocazione, dei tempi di funzionamento e delle caratteristiche di emissione sonora; in particolare dovrà essere indicata la presenza",,
72,– 16 –,,
73,Bollettino Ufficiale,,
74,Serie Ordinaria n. 3 - Mercoledì 15 gennaio 2014 lizzate nelle valutazioni.,,
75,Tali impostazioni e settaggi dovranno essere resi noti al gestore per un corretto utilizzo degli impianti al fine di mantenere le caratteristiche di emissione entro i valori previsti nelle valutazioni.,,
76,Dovrà essere indicata la presenza di eventuali limitatori acustici sia per musica diffusa che per esibizioni di musica live.,,
77,"Nel caso di installazione di limitatore acustico ne dovrà essere indicato la tipologia, i dati di settaggio e i sistemi atti a prevenirne la manomissione.",,
78,"Nel caso di esibizione di musica live, dovrà essere fatta una previsione degli strumenti di cui si ipotizza l’utilizzo, una stima complessiva dell’emissione che comprenda i singoli elementi acustici e l’impianto di diffusione sonora comprensivo delle casse spia dei musicisti. e.",,
79,"Individuazione degli impianti tecnologici e delle apparecchiature rumorose (es. cappe di aspirazione, motori di condizionatori e frigoriferi) e descrizione della loro collocazione, dei tempi di funzionamento e delle caratteristiche di emissione sonora.",,
80,In particolare dovranno essere individuati e descritti gli impianti ubicati in ambiente esterno.,,
81,f.,,
82,Descrizione delle proprietà di fonoisolamento degli elementi strutturali dell’edificio attraverso i quali può avvenire la propagazione del suono verso gli ambienti abitativi.,,
83,"Nella descrizione delle proprietà di fonoisolamento dovranno essere valutate ed indicate le caratteristiche (dimensionali, costruttive, ecc.) di facciate, infissi (finestre, porte, vetrine), pareti, soffitti ed eventuali controsoffitti.",,
84,Le valutazioni dovranno prendere in considerazione eventuali condizioni di utilizzo dei serramenti che possono influire sulle loro proprietà di fonoisolamento (ad es. la situazione di finestre e/o porte aperte).,,
85,"Per la descrizione delle proprietà di fonoisolamento degli elementi strutturali dell’edificio ci si potrà avvalere anche di misure, che dovranno essere adeguatamente rappresentative delle caratteristiche del pubblio esercizio o circolo privato e dell’edificio.",,
86,g.,,
87,In caso di pubblico esercizio o circolo privato strutturalmente connesso con edifici a destinazione d’uso residenziale dovrà essere valutata la trasmissione attraverso la struttura.,,
88,In caso di utilizzo di sistemi di supporto e/o appoggio fonoisolanti o di dispositivi antivibranti per le casse acustiche e gli impianti tecnologici dovranno essere riportati i dati tecnici forniti dal produttore degli stessi e il programma di manutenzione/sostituzione e dovranno esserne valutate le proprietà di abbattimento.,,
89,Ipotesi cautelativa: La valutazione della trasmissione per via strutturale può essere omessa nel caso in cui le proprietà dei suddetti dispositivi garantiscano un abbattimento tale da renderla trascurabile.,,
90,h.,,
91,La documentazione dovrà contenere le valutazioni relative al rispetto dei limiti di rumore previsti dalla normativa.,,
92,"In queste valutazioni sarà considerato il contributo complessivo di tutte le sorgenti del pubblico esercizio o circolo privato (impianti di diffusione sonora e tecnologici, rumore antropico, plateatico, ecc.) che si prevedono attive contemporaneamente e ogni cammino di propagazione, ivi compreso quello per via strutturale qualora questo non risulti trascurabile.",,
93,Tutte le valutazioni o i risultati di eventuali misure dovranno essere riferiti ai ricettori più esposti e alle condizioni di massimo disturbo ipotizzabili.,,
94,i.,,
95,"Al fine di produrre stime cautelative, eventuali misure di rumore residuo, finalizzate alla valutazione del rispetto dei valori limite differenziali di immissione, dovranno essere effettuate in una situazione in cui tale rumore, all’interno dell’orario di apertura o attività, risulti minimo e con tempi di misura adeguati per la caratterizzazione della situazione acustica del sito.",,
96,"Tutte le eventuali misure eseguite nell’ambito della valutazione previsionale dovranno essere corredate da tutte le informazioni richieste dal DM 16/03/1998, e comprensive delle time history.",,
97,j.,,
98,"Misure tecniche ed organizzative previste per contenere l’inquinamento acustico derivante dalle diverse tipologie di sorgenti sonore connesse all’attività, comprese quelle antropiche.",,
99,——— • ———,,
100,Bollettino Ufficiale,,
101,"– 17 – Serie Ordinaria n. 3 - Mercoledì 15 gennaio 2014 TESTO COORDINATO DEGLI ALLEGATI ALLA D.G.R. 8 MARZO 2002, N. VII/8313",,
102,MODALITÀ E CRITERI TECNICI DI REDAZIONE DELLA DOCUMENTAZIONE DI PREVISIONE DI IMPATTO ACUSTICO E DI VALUTAZIONE PREVISIONALE DEL CLIMA ACUSTICO Modalità e criteri di carattere generale 1.,,
103,"La documentazione di previsione di impatto acustico e la documentazione di valutazione previsionale del clima acustico, da redigere in attuazione della legge n. 447/1995, artt.",,
104,"4 e 8, e relativi decreti attuativi e della l.r. n. 13/2001, deve consentire: a) per la previsione di impatto acustico, la valutazione comparativa tra lo scenario con presenza e quello con assenza delle opere ed attività; b) per la valutazione previsionale del clima acustico, la valutazione dell’esposizione dei recettori nelle aree interessate alla realizzazione di scuole e asili nido, ospedali, case di cura e di riposo, parchi pubblici urbani ed extraurbani, nuovi insediamenti residenziali prossimi alle opere indicate dalla legge 447/95, art.",,
105,"8, comma 2.",,
106,2.,,
107,"Per i nuovi impianti ed infrastrutture adibite ad attività artigianali, le strade di tipo E ed F, i nuovi circoli privati e pubblici esercizi di cui al successivo art.",,
108,"5, comma 4, possono essere fornite, per la descrizione della situazione acustica preesistente alla realizzazione dell’opera o attività, solo informazioni di carattere qualitativo e descrittivo.",,
109,3.,,
110,"Per quanto concerne gli aspetti di carattere tecnico, riguardanti in particolare: •",,
111,"la programmazione, l’esecuzione, le valutazioni connesse alle rilevazioni fonometriche;",,
112,•,,
113,"la caratterizzazione o la descrizione acustica delle sorgenti sonore, i calcoli relativi alla propagazione del suono, la caratterizzazione acustica di ambienti esterni o abitativi, le caratteristiche acustiche degli edifici e dei materiali impiegati;",,
114,•,,
115,le valutazioni di conformità alla normativa dei livelli di pressione sonora dedotti da misure o calcoli previsionali;,,
116,"devono essere oggetto di una specifica relazione redatta da un tecnico competente in acustica ambientale, riconosciuto dalla Regione ai sensi della legge 447/95 art.",,
117,"2, commi 6 e 7.",,
118,4.,,
119,Sono fatti salvi modalità e criteri di redazione degli Studi di Impatto Ambientale stabiliti dalla normativa statale e regionale vigente.,,
120,"I contenuti di dettaglio e le modalità di predisposizione della documentazione, in relazione alla specifica tipologia di opera, impianto, attività sono riportati nei successivi articoli.",,
121,"ARTICOLO 1 (Aeroporti, Aviosuperfici) 1.",,
122,"La documentazione di previsione di impatto acustico per le aree destinate agli atterraggi e ai decolli degli apparecchi utilizzati per il volo da diporto o sportivo e per le nuove aviosuperfici di cui alla legge 447/95, art.",,
123,"8, comma 2, lettera a), al d.m.",,
124,"31 ottobre 1997, all’art.",,
125,5 della l.r.,,
126,"13/2001, deve contenere almeno i dati e le informazioni di seguito elencate: a) L’indicazione della Circoscrizione e della Direzione aeroportuale, della classificazione ICAO dell’infrastruttura, dei dati identificativi della proprietà dei suoli e del gestore; b) La descrizione particolareggiata del progetto con particolare riferimento alle caratteristiche della pista o elisuperfice, alle mappe territoriali (comprese le cartografie digitalizzate), agli ausili per la navigazione, alle modalità per il controllo del traffico aereo (ATC), agli strumenti di assistenza ed indirizzamento del volo previsti per l’infrastruttura.",,
127,"Le cartografie devono riportare gli usi del suolo per le aree dei territori comunali che potrebbero essere interessati all’impatto acustico; c) Le diverse alternative nelle procedure di salita iniziale (initial climb procedures) prese in considerazione e quelle proposte al fine di minimizzare l’impatto acustico. d) L’indicazione delle infrastrutture stradali o ferroviarie che, in seguito alla costruzione della nuova opera, avranno significative variazioni nei flussi di traffico e conseguentemente nei livelli equivalenti di pressione sonora di lungo termine per il periodo diurno e/o notturno, con la descrizione di tali variazioni.",,
128,2.,,
129,"Per la redazione della documentazione di cui al comma 1, ai fini della descrizione del previsto impatto da rumore, occorre descrivere in dettaglio per l’aeroporto o aviosuperficie in progetto: a) almeno due scenari di previsione del traffico aereo relativi ad 1 e 5 anni dopo l’entrata in esercizio; b) i dati di traffico usati per le stime previsionali: nelle simulazioni occorre considerare anche il giorno più trafficato (busy day) e le condizioni peggiori di traffico.",,
130,"Deve essere riportata la distribuzione dei voli e del mix di aeromobili e di traffico (tipologia, stage, carico al decollo, destinazione) nei due periodi della giornata e durante la settimana; c) la descrizione del modello di calcolo utilizzato nelle stime di rumore aeroportuale e relativi dati di input.",,
131,"La descrizione deve riportare il dettaglio dei dati di input, le procedure di decollo ed atterraggio, le rotte utilizzate nel modello previsionale di calcolo per la stima del rumore misurabile al suolo; d) ove calcolabili, vanno individuate le curve di isolivello di 60, 65, 75 LVA sulla base dello scenario a maggiore impatto scelto per la previsione, oppure in alternativa, ove vi fossero pochi movimenti nel busy day, l’indicazione dei livelli di rumore, prodotto dalle attività aeroportuali, previsti in un numero significativo di punti (almeno uno per ogni centro abitato o frazione) interessati dai sorvoli; e) le stime della popolazione esposta e dei livelli di rumore durante singoli sorvoli e per gli intervalli di tempo individuati dalla normativa, utilizzando i descrittori acustici in essa previsti ed in particolare quelli in grado di descrivere il rumore derivante dalle attività aeroportuali, il rumore residuo, il rumore ambientale; f)",,
132,"le eventuali ipotesi valutate dal Comune/Comuni interessato/i relativamente alle modifiche nelle regolamentazioni urbanistiche ed edilizie e, comunque, le eventuali misure di mitigazione dell’impatto acustico previste e i tempi della loro realizzazione;",,
133,"g) l’elencazione delle norme legislative, regolamentari, tecniche utilizzate o assunte come riferimento per la redazione della documentazione.",,
134,ARTICOLO 2 (Infrastrutture stradali) 1.,,
135,"La documentazione di previsione di impatto acustico per nuove infrastrutture stradali di cui alla legge 447/95, art.",,
136,"8, comma 2, lettera b), e all’art.",,
137,5 della l.r.,,
138,13/2001 deve contenere almeno i dati e le informazioni di seguito elencate.,,
139,Per le strade di tipo E (strade,,
140,– 18 –,,
141,Bollettino Ufficiale,,
142,"Serie Ordinaria n. 3 - Mercoledì 15 gennaio 2014 urbane di quartiere) ed F (strade locali) non sono richiesti i dati di cui al comma 1, lettere e), f), g), e comma 2 del presente articolo. a) Indicazione della tipologia di strada secondo le categorie individuate dal d.lgs.",,
143,"285/92 e successe modifiche ed integrazioni e dei dati identificativi del soggetto proponente, del soggetto gestore, dei territori comunali che saranno attraversati o interessati dal rumore causato dall’infrastruttura; b) Indicazione, per le aree del territorio attraversate e adiacenti all’infrastruttura, delle zone urbanistiche e delle zone acustiche di appartenenza (queste ultime stabilite ai sensi della tabella A del d.p.c.m.",,
144,14 novembre 1997 o dedotte dal piano regolatore generale ai sensi dell’art.,,
145,"6, comma 1, del d.p.c.m.",,
146,1 marzo 1991).,,
147,"Devono essere fornite una o più planimetrie orientate ed in scala opportuna e relative ad un raggio sufficiente a caratterizzare la zona o le zone interessate, a partire dal confine di proprietà dell’arteria stradale, con indicazione della destinazione urbanistica e d’uso dei luoghi e degli edifici (abitazione, ospedale, industria, ferrovia, etc.); c) Indicazione dei valori limite relativi al rumore dovuto all’infrastruttura e dei valori limite di immissione stabiliti dalla normativa vigente per le aree interessate dal rumore derivante dall’infrastruttura: occorre specificare i valori limite, per le singole aree, desumibili dalla classificazione acustica comunale o dal P.R.G. Occorre evidenziare su apposite mappe in scala la collocazione degli ambienti abitativi più vicini al previsto tracciato stradale e quelli posti all’interno delle eventuali fasce di pertinenza; d) Descrizione, con informazioni dettagliate utilizzabili nei modelli di calcolo più comuni, del tracciato stradale in pianta, delle quote della sede stradale, delle caratteristiche dei flussi di traffico previsti.",,
148,"Occorrono i dati relativi al traffico nelle ore di punta, al traffico medio giornaliero previsto per il periodo diurno e per il periodo notturno, alla composizione percentuale per le diverse categorie di mezzi pesanti, autocarri, autoveicoli, motocicli, riferita alle fasce orarie più significative; e) Indicazione delle eventuali modifiche sui flussi di traffico e indicazione, tramite stime previsionali, delle eventuali variazioni nei valori dei livelli equivalenti di lungo termine, per intervalli orari significativi e per i due periodi della giornata, causate dalla nuova infrastruttura in corrispondenza ad arterie stradali già in esercizio; f)",,
149,"Indicazione su apposite mappe e mediante coordinate georeferenziate, fotografie o altro materiale ritenuto idoneo, di un numero di punti, adeguati allo scopo di descrivere l’impatto acustico dell’opera, posti nell’ambiente esterno e da individuarsi prima dell’approvazione definitiva del progetto.",,
150,Tali punti sono individuati in accordo con il/i Comuni e la struttura dell’A.R.P.A. territorialmente competenti.,,
151,Per tali punti devono essere forniti i dati previsionali dei livelli di pressione sonora derivanti da calcoli.,,
152,"Per gli stessi punti verranno valutati, dopo l’entrata in esercizio del tratto di infrastruttura stradale interessato, i dati ottenuti da misurazioni dei livelli sonori;",,
153,g) Dati fonometrici derivanti da misurazioni effettuate prima della costruzione per le posizioni significative di cui alla lettera f) che precede.,,
154,"Le fonometrie effettuate prima dell’entrata in esercizio riguarderanno l’area prevedibilmente interessata dal rumore derivante dall’infrastruttura, la caratterizzazione del rumore ambientale e la determinazione, nei punti oggetto di indagine, del contributo delle sorgenti fisse già esistenti prima della costruzione dell’infrastruttura.",,
155,I dati fonometrici stimati per le singole posizioni devono comunque specificare sia i livelli sonori generati dall’infrastruttura in progetto che i livelli dovuti al rumore derivante da altre sorgenti sonore.,,
156,"I rilevamenti fonometrici effettuati dopo l’entrata in esercizio dell’infrastruttura, nelle posizioni precedentemente individuate ed in altre che fossero ritenute significative e necessarie dall’A.R.P.A., serviranno a verificare la conformità della rumorosità immessa con i limiti stabiliti dalla normativa vigente; h) Se sono previsti sistemi di contenimento del rumore, descrizione degli stessi, fornendo altresì ogni informazione utile a specificarne le caratteristiche e ad individuarne le proprietà di riduzione dei livelli sonori nonché l’entità prevedibile delle riduzioni stesse.",,
157,Tali dati devono in particolare riguardare i punti significativi individuati come descritto ai punti f) e g) precedenti.,,
158,2.,,
159,Per la stima previsionale dell’impatto acustico possono essere utilizzati appositi metodi di calcolo reperibili sul mercato.,,
160,"Nella relazione tecnica deve essere riportata la descrizione, anche al fine di poter valutare l’accuratezza della stima dei valori dei livelli di pressione sonora, del modello di calcolo e dei dati di input utilizzati oltre che riportare l’analisi dei risultati ottenuti dal calcolo previsionale.",,
161,Occorre riportare dati relativi a scenari previsionali riferiti ad uno e a cinque anni dopo l’entrata in esercizio del tratto di infrastruttura stradale interessata.,,
162,"Devono essere inoltre forniti i valori previsti in singoli punti o anche da isolinee, ove queste ultime sono corredate da dati e notizie adeguate a valutare l’affidabilità del metodo di calcolo seguito, relative a valori significativi dei descrittori acustici.",,
163,ARTICOLO 3 (Infrastrutture ferroviarie) 1.,,
164,"La documentazione di previsione di impatto acustico per nuove infrastrutture ferroviarie di cui alla legge 447/95, art.",,
165,"8, comma 2, lettera f), e all’art.",,
166,5 della l.r.,,
167,"13/2001, deve contenere almeno i dati e le informazioni di seguito elencate. a) Indicazione della tipologia di linea ferroviaria ai sensi del d.P.R. 18 novembre 1998 n. 459, e dei dati identificativi del soggetto proponente, del soggetto gestore, dei territori comunali che saranno attraversati o interessati dall’infrastruttura; b) Lo stesso tipo di informazioni dati e notizie, da riferire ad una infrastruttura ferroviaria anziché stradale, specificate all’art.",,
168,"2 comma 1, lettere b), c), e), f), g), h); e comma 2 del medesimo art.",,
169,"2 che precede; c) Descrizione, con informazioni dettagliate utilizzabili nei modelli di calcolo più comuni, del tracciato della linea ferroviaria, delle quote relative al piano del ferro, delle caratteristiche geometriche dell’infrastruttura, del numero e della tipologia dei treni o materiale rotabile previsti (traffico nelle ore di punta diurne e notturne, traffico massimo previsto per il periodo diurno e per il periodo notturno, composizione per categorie di convogli e tipologie di treni riferita alle fasce orarie più significative).",,
170,"I dati forniti devono riguardare il traffico giornaliero previsto al momento dell’entrata in esercizio del tratto ferroviario interessato e quello stimato dopo 1 e 5 anni; d) I dati e le informazioni, in particolare per le aree comprese nelle fasce di pertinenza, necessarie all’applicazione del d.P.R. n. 459 del 18 novembre 1998.",,
171,ARTICOLO 4 (Nuovi impianti ed infrastrutture adibite ad attività produttive) 1.,,
172,"La documentazione di previsione di impatto acustico per nuovi impianti ed infrastrutture adibite ad attività produttive di cui alla legge 447/95, art.",,
173,"8, comma 4, e art.",,
174,5 della l.r.,,
175,"13/2001 deve contenere almeno i dati e le informazioni di seguito elencate. a) Indicazione della tipologia di attività (settore chimico, tessile, ecc.), codice ISTAT, categoria di appartenenza (artigianato, industria, commercio, ecc.), dei dati identificativi del titolare o legale rappresentante; b) Indicazione, per l’area nella quale è previsto il nuovo impianto e le aree ad essa vicine, delle zone di appartenenza del piano regolatore generale; c) Una o più planimetrie orientate ed in scala dei luoghi interessati dal rumore emesso dall’impianto o infrastruttura adibita ad",,
176,Bollettino Ufficiale,,
177,– 19 – Serie Ordinaria n. 3 - Mercoledì 15 gennaio 2014,,
178,attività produttiva per una fascia di territorio sufficiente a caratterizzare la zona o le zone interessate a partire dal confine di proprietà.,,
179,Nella/e cartografia/e fornita/e deve essere indicata la classificazione acustica del territorio interessato con i valori limite previsti dalla normativa vigente; d) Nella cartografia e nella relazione tecnica si devono specificare i valori limite di emissione per le sorgenti fisse e assoluti di immissione di zona stabiliti dalla normativa vigente per le aree e zone suddette.,,
180,"Occorre indicare anche gli ambienti abitativi più vicini al previsto impianto o attività; e) Descrizione dei cicli tecnologici, degli impianti, delle apparecchiature con riferimento alle sorgenti di rumore presenti.",,
181,"Per le parti di impianto o per le sorgenti sonore che possono dare origine ad immissioni sonore nell’ambiente esterno o abitativo occorre dare la descrizione delle modalità di funzionamento e l’indicazione della loro posizione in pianta e in quota, specificando se le medesime sono poste all’aperto o in locali chiusi, la parte di perimetro o confine di proprietà e/o attività che sarà interessata da emissioni sonore, i livelli sonori previsti in punti posti al di fuori del confine di proprietà .",,
182,La descrizione può essere fornita tramite dati relativi alla potenza sonora e alle caratteristiche emissive delle sorgenti o tramite la descrizione di livelli di pressione sonora stimati o eventualmente rilevati per impianti e apparecchiature dello stesso tipo.,,
183,2.,,
184,La documentazione di previsione di impatto acustico relativa a nuovi impianti industriali deve inoltre: a) indicare se trattasi di impianti a ciclo produttivo continuo in base al d.m.,,
185,"11 dicembre 1996; b) descrivere ed individuare in appositi disegni in scala la collocazione delle sorgenti; c) descrivere le caratteristiche temporali di funzionamento diurno e/o notturno specificando la durata, se continuo o discontinuo, la frequenza di esercizio, la eventuale contemporaneità di esercizio delle diverse sorgenti che hanno emissioni nell’ambiente esterno; d) specificare, per rumori a tempo parziale durante il periodo diurno, la durata totale di attività o funzionamento; e) specificare per quale caratteristica di esercizio dell’impianto e con quali sorgenti sonore attive è previsto il livello massimo di emissione sonora (riferito ad un tempo breve dell’ordine dei 15 minuti); f)",,
186,"riportare i risultati di rilevamenti fonometrici, effettuati in posizioni significative da concordare con il/i Comune/i e la struttura dell’A.R.P.A. territorialmente competenti.",,
187,"Le fonometrie effettuate prima dell’entrata in esercizio riguarderanno posizioni significative nell’area che prevedibilmente sarà interessata dalle emissioni sonore e dovranno permettere, oltre alla caratterizzazione del rumore ambientale, la valutazione nei punti oggetto di indagine del contributo delle sorgenti fisse già esistenti.",,
188,"I rilevamenti fonometrici effettuati dopo l’entrata in esercizio dell’impianto, nelle posizioni precedentemente individuate ed in altre che fossero ritenute significative in accordo con l’ente di controllo, serviranno a verificare la conformità, delle nuove immissioni sonore e del livello di rumore ambientale, ai limiti stabiliti dalla normativa vigente;",,
189,"g) descrivere i metodi di calcolo previsionali e i dati di input utilizzati in tali metodi, con le specificazioni atte ad individuare l’accuratezza dei valori stimati per i livelli sonori.",,
190,3.,,
191,"Se sono previsti sistemi di mitigazione e riduzione dell’impatto acustico, descrizione degli stessi, fornendo altresì ogni informazione utile a specificarne le caratteristiche e ad individuarne le proprietà di riduzione dei livelli sonori nonché l’entità prevedibile delle riduzioni stesse, con l’indicazione delle posizioni per le quali si avranno tali riduzioni nei livelli sonori.",,
192,4.,,
