sentence number,sentence,value (0/1)
48,"Provincia autonoma di Trento denominazione Sicurezza e tecniche di base per il taglio degli alberi Regole base per il taglio degli alberi forestali Regole avanzate per il taglio degli alberi forestali Sicurezza e tecnica dell’esbosco con trattore e verricello Corso da responsabile della conduzione di utilizzazioni forestali, compreso l’esame finale",,
49,norme di riferimento,,
50,LP 11/2007 Deliberazione G.P. n.559 del 7/03/2008 Deliberazione G.P. n.160 del 04/02/2011,,
51,durata (ore) 16 40 24 16 48,,
52,attestato frequenza e profitto frequenza e profitto frequenza e profitto frequenza e profitto patentino d’idoneità per la conduzione e l’esecuzione delle utilizzazioni forestali,,
53,Bollettino Ufficiale,,
54,– 15 – Serie Ordinaria n. 2 - Giovedì 10 gennaio 2013,,
55,Regione Liguria Codice UF1 UF2 UF3 UF4 UF5 UF6f /,,
56,"denominazione Introduzione all’uso in sicurezza della motosega Utilizzo in sicurezza della motosega nelle operazioni di allestimento Utilizzo in sicurezza della motosega nelle operazione di abbattimento ed allestimento Utilizzo in sicurezza della motosega nelle operazione di abbattimento ed allestimento, livello avanzato Lavoro e impiego in sicurezza delle attrezzature nelle operazioni di esbosco Sicurezza e salute sul lavoro, prevenzione degli infortuni, gestione delle emergenze, normativa ambientale e forestale Qualifica professionale da operatore forestale",,
57,durata (ore) 16 16 40 40 24 16 16,,
58,attestato frequenza frequenza frequenza e profitto frequenza e profitto frequenza e profitto frequenza e profitto qualifica,,
59,durata (ore) 40 40,,
60,attestato frequenza e profitto frequenza e profitto,,
61,l.r. n. 18/2009 norme di riferimento DGR n. 339 del 22/3/2012,,
62,Regione Lombardia denominazione Corso base per operatore forestale Corso di secondo livello per operatore forestale responsabile,,
63,norme di riferimento,,
64,l.r.,,
65,"19/2007 decreto regionale 27 aprile 2009, n. 4096",,
66,Bollettino Ufficiale,,
67,– 16 – Serie Ordinaria n. 2 - Giovedì 10 gennaio 2013,,
68,Regione Piemonte Codice UF1 UF2 UF3 UF4 UF5 UF6f /,,
69,"denominazione Introduzione all’uso in sicurezza della motosega Utilizzo in sicurezza della motosega nelle operazioni di allestimento Utilizzo in sicurezza della motosega nelle operazione di abbattimento ed allestimento Utilizzo in sicurezza della motosega nelle operazione di abbattimento ed allestimento, livello avanzato Lavoro e impiego in sicurezza delle attrezzature nelle operazioni di esbosco Sicurezza e salute sul lavoro, prevenzione degli infortuni, gestione delle emergenze, normativa ambientale e forestale Qualifica professionale da operatore forestale",,
70,l.r.,,
71,65/95 norme di riferimento,,
72,D.G.R. n 29-7737 del 10.12.2007 D.D. n. 813 del 19.12.2007,,
73,durata (ore) 16 16 40 40 24 16 16,,
74,attestato frequenza frequenza frequenza e profitto frequenza e profitto frequenza e profitto frequenza e profitto qualifica,,
