sentence number,sentence,value (0/1)
25,14 febbraio 2001 «Atto di indirizzo e coordinamento in materia di prestazioni socio sanitarie» e 29 novembre 2001 «Definizione dei livelli essenziali di assistenza»; • la l.r.,,
26,"2 aprile 2007, n. 8 «Disposizioni in materia di attività sanitarie e socio-sanitarie.",,
27,Collegato» e successive modifiche; • la l.r.,,
28,"12 marzo 2008, n. 3 «Governo della rete degli interventi e dei servizi alla persona in ambito sociale e socio-sanitario»; • la l.r.",,
29,"30 dicembre 2009, n. 33: «Testo unico delle leggi regionali in materia di sanità»; • la d.c.r.",,
30,"17 novembre 2010, n. 88 di approvazione del «Piano Socio Sanitario Regionale 2010-2014»; Richiamate le dd.g.r.: • la d.g.r.",,
31,"22 marzo 2002, n. 8494 «Requisiti per l’autorizzazione al funzionamento e l’accreditamento dei Centri diurni integrati (C.D.I.)»; • la d.g.r.",,
32,"9 maggio 2003, n. 12903 «Indirizzi e criteri per la remunerazione regionale dei Centri Diurni Integrati accreditati in attuazione della d.g.r.",,
33,"22 marzo 2002, n. 8494»; • 1 dicembre 2010 n. 937 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2011»; • 6 dicembre 2011 n. 2633 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2012»; • 30 maggio 2012 n. 3540 «Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo»; • 26 ottobre 2012 n. 4334 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2013»; Considerato che l’unità di offerta socio sanitaria: C.D.I.",,
34,"«Germano Boninsegna» con sede in Pegognaga (MN), via Donatori di Sangue n. 12, gestito dall’ente «C.S.A. Cooperativa Servizi Assistenziali Società Cooperativa Sociale», con sede legale in Mantova, via Gelso n. 8, C.F. 01697440202, è già accreditato con d.g.r. del 13 ottobre 2009, n. 10309 per n. 10 posti e a contratto;",,
35,– 12 –,,
36,Bollettino Ufficiale,,
37,Serie Ordinaria n. 5 - Mercoledì 30 gennaio 2013,,
38,D.G. Occupazione e politiche del lavoro D.d.u.o.,,
39,"23 gennaio 2013 - n. 343 Modifiche e integrazioni al d.d.u.o. n. 8463 del 28 settembre 2012 “Approvazione dell’iniziativa Lombardia Net Generation anno 2012” IL DIRIGENTE DELLA U.O. PROGRAMMAZIONE STRATEGICA E AUTORITA’ DI GESTIONE Richiamati: −− la comunicazione della Commissione COM(2010) 2020 «Europa 2020: una strategia per una crescita intelligente, sostenibile ed inclusiva» che pone un forte accenno alle politiche di sostegno e sviluppo di occupazione giovanile; −− la l.r. del 18 aprile 2012 n. 7 «Misure per la crescita, lo sviluppo e l’occupazione» che favorisce la promozione di misure di accesso dei giovani al mercato del lavoro; −− la d.c.r.",,
40,"IX/365 del 7 febbraio 2012 che approva il Piano di Azione Regionale (PAR) 2011/2015 per la programmazione delle politiche integrate di istruzione, formazione e lavoro e del sistema universitario lombardo, che tra gli obiettivi che persegue in modo prioritario indica lo sviluppo dei livelli occupazionali dei giovani; Visto il d.d.u.o. n. 8463 del 28 settembre 2012 «approvazione dell’iniziativa Lombardia Net Generation anno 2012»; Atteso che l’intervento «Lombardia Net Generation» intende assegnare Voucher a giovani appartenenti alla fascia di età 1835 anni, dell’importo massimo di 12.000 euro comprensivi di Iva, con cui sarà possibile usufruire di servizi e consulenze mirate che supportino il futuro imprenditore nell’avvio dell’impresa, attraverso la definizione di un Business Plan di impresa; Considerato che secondo quanto stabilito nell’Allegato A dell’Avviso: −− «le idee imprenditoriali possono essere presentate a partire dalle ore 12:00 dell’1 ottobre 2012 fino ad esaurimento dei 100 voucher disponibili e comunque entro le ore 17:00 del 31 dicembre 2012 sul sito dedicato http://www. lombardianetgeneration.regione.lombardia.it» −− il giovane al quale viene approvata l’idea imprenditoriale sarà abilitato ad inoltrare su «Finanziamenti online» (https://gefo.servizirl.it) la richiesta di contributo utilizzando la procedura CRS o firma digitale inviandola con procedura informatica, entro e non oltre martedì 8 gennaio 2013; Preso atto che alla data dell’8 gennaio 2013, anche a causa della complessità della procedura informatica, solo 55 giovani risultano assegnatari di voucher sul sistema regionale «Finanziamenti online» non esaurendo in tal modo la disponibilità complessiva di 100 voucher disponibili, a fronte di 220 idee imprenditoriali presentate; Valutato che le idee imprenditoriali presentate nei termini dell’Avviso dai giovani, residenti o domiciliati sul territorio lombardo, di età compresa tra i 18 e 35 anni che vogliano sviluppare un’idea di impresa, rappresentano un’opportunità e una risorsa che deve essere promossa e sostenuta, soprattutto a fronte delle difficoltà attuali che incontrano i giovani nell’accesso al mercato del lavoro e la necessità di promuovere iniziative innovative di rilancio della competitività del territorio; Ritenuto, pertanto, di riaprire i termini per la formalizzazione della domanda di voucher sul sistema informativo Gefo, limitatamente alle idee imprenditoriali già presentate sul sito dedicato http://www.lombardianetgeneration.regione.lombardia.it entro i termini previsti dall’Avviso; Stabilito, quindi, che la formalizzazione della domanda di voucher per le idee imprenditoriali valutate positivamente dovrà avvenire entro e non oltre le ore 12,00 di giovedì 18 aprile 2013 o comunque fino ad esaurimento dei 100 voucher disponibili modificando quanto stabilito nel punto 8 dell’Allegato A del d.d.u.o.",,
41,"8463/2012; Ritenuto, inoltre, che per coerenza con gli obiettivi del POR le risorse siano messe a disposizione sull’Asse II, obiettivo specifico e), categoria di spesa 68; Precisato che le modifiche e le integrazione di cui al punto precedente non variano le risorse complessive pari a euro 1.200.000 (unmilioneduecentomila) messe a disposizione da Regione Lombardia; Vista la legge regionale 34/78 e sue successive modifiche ed integrazioni nonché il Regolamento di contabilità;",,
42,Vista la l.r.,,
43,"7 luglio 2008, n. 20 «Testo unico delle leggi regionali in materia di organizzazione e personale», nonché i provvedimenti organizzativi relativi alla IX Legislatura regionale; DECRETA 1. di apportare modifiche e integrazioni al d.d.u.o. n. 8463 del 28 settembre 2012 afferente l’iniziativa «Lombardia Net Generation» come stabilito nei successivi punti 2) 3) 5); 2. di riaprire i termini per la formalizzazione della domanda di voucher sul sistema informativo Gefo, limitatamente alle idee imprenditoriali già presentate sul sito dedicato http://www.lombardianetgeneration.regione.lombardia.it entro i termini previsti dall’Avviso; 3. di stabilire che la formalizzazione della domanda di voucher per le idee imprenditoriali valutate positivamente dovrà avvenire entro e non oltre le ore 12,00 di giovedì 18 aprile 2013 o comunque fino ad esaurimento dei 100 voucher disponibili modificando quanto stabilito nel punto 8 dell’Allegato A del d.d.u.o.",,
44,"8463/2012; 4. di precisare che le modifiche e le integrazione di cui ai punti precedenti non variano le risorse complessive pari a euro 1.200.000 (unmilioneduecentomila), Il valore del voucher massimo, per singolo destinatario, pari ad € 12.000,00 (dodicimila/00) comprensive di IVA e il numero complessivo dei 100 voucher messi a disposizione; 5. di disporre che le risorse per il finanziamento dell’intervento previsto sono disponibili a valere sul POR 2007-2013 – Asse II, obiettivo specifico e), categoria di spesa 68, 6. di pubblicare il presente provvedimento sul Bollettino Ufficiale della Regione Lombardia e sul sito internet http://www.lavoro. regione.lombardia.it.",,
45,Il dirigente della u.o.,,
46,Renato Pirola,,
