sentence number,sentence,value (0/1)
28,07376910969 MILANO,,
29,"VIALE F. RESTELLI, 49",,
30,MI,,
31,15/07/2012,,
32,SI',,
33,03257930614 SAN MARCELLINO,,
34,"CORSO ITALIA, 193",,
35,MI,,
36,13/07/2012,,
37,SI',,
38,03376530964 MILANO,,
39,"VIALE F. RESTELLI, 49",,
40,MI,,
41,13/07/2012,,
42,SI',,
43,CODICE FISCALE,,
44,Comune sede legale,,
45,data attestazione requisiti ASL e n. provvedimento 12/12/2012 DELIBERAZIONE N. 1636 12/12/2012 DELIBERAZIONE N. 1636 12/12/2012 DELIBERAZIONE N. 1636,,
46,data ricezione attestazione requisiti e protocollo 17/12/2012 PROT.,,
47,N. 16228 17/12/2012 PROT.,,
48,N. 16228 17/12/2012 PROT.,,
49,N. 16228,,
