sentence number,sentence,value (0/1)
16,"b. contestualmente il proponente sviluppi esecutivamente, in accordo con il Comune di Roverbella, il progetto degli interventi di mitigazione e compensazione ambientale prospettati nello studio preliminare ambientale, al fine di mantenere e rafforzare la rete ecologica, i livelli di biodiversità e il movimento della fauna, perseguendo in particolare:",,
17,"ca, del corridoio ecologico di secondo livello parzialmente interferito, attraverso l’acquisizione delle fasce residuali generate dall’intervento e di ulteriori aree, nella maggiore possibile superficie, nell’intorno del tracciato di progetto;",,
18,"• la definizione e localizzazione di siepi e filari lungo il tracciato, dei by-pass faunistici, e delle opere di mitigazione acustica presso specifici recettori;",,
19,"• la ricostruzione della rete irrigua superficiale interferita, con manufatti idonei a facilitare il passaggio della fauna locale, e la puntuale ricucitura della trama degli elementi costitutivi del paesaggio agrario;",,
20,"sazione ambientale dovrà avvenire, ovunque tecnicamente possibile, contestualmente alla costruzione della strada;",,
21,"c. per lo sviluppo di quanto al punto precedente si farà riferimento, tra l’altro:",,
22,• alle d.g.r.,,
23,"8/8515 del 26 novembre 2008 «Modalità di attuazione della rete ecologica regionale» e 8/10962 del 30 dicembre 2009 «Rete ecologica regionale: approvazione degli elaborati finali», per la ricucitura del contesto ecosistemico;",,
24,• al decreto regionale n. 4517 del 7 maggio 2007 [sul BURL,,
25,"n. 21 del 22 maggio 2007, 1° suppl. straord.] relativo ai «criteri e indirizzi tecnico - progettuali per il miglioramento del rapporto tra infrastrutture stradali e ambiente naturale», in particolare il cap.7 in merito alla definizione delle misure di compensazione e risarcimento;",,
26,"d. durante la fase di costruzione sia garantita la tutela della qualità delle acque superficiali e sotterranee, dando puntuale attuazione agli interventi ed azioni proposti nello studio preliminare ambientale; al termine dei lavori tutti i siti di cantiere, le piste di accesso, i depositi temporanei di materiali d’uso o di risulta siano tempestivamente smantellati, provvedendo alla rinaturalizzazione dei sedimi e al ripristino della fertilità dei suoli, e con particolare attenzione alle sistemazioni idrauliche superficiali; e. il proponente inoltre definisca ed attui un programma di monitoraggio acustico post operam nell’intorno del tracciato, per verificare l’effettiva compatibilità della situazione con i limiti normativi in funzione delle destinazioni d’uso delle aree interessate, e definire di conseguenza il corretto dimensionamento di eventuali ulteriori opere di mitigazione in punti singolari; presupposti e modalità di conduzione del monitoraggio siano definiti in accordo con ARPA Lombardia, alla quale dovranno essere trasmessi - oltre che al Comune di Roverbella - i relativi risultati, per la validazione e l’assunzione di provvedimenti conseguenti; 2. la Provincia di Mantova –Settore progettazione della viabilità e delle infrastrutture, in qualità - oltre che di proponente - di Autorità competente all’autorizzazione del progetto in parola, e il Comune di Roverbella, sono tenuti a vigilare sul rispetto delle prescrizioni di cui al precedente punto 1, da recepirsi nel provvedimento di autorizzazione, ai sensi e per gli effetti dell’art.",,
27,29 del d.lgs.,,
28,152/2006; 3. ai sensi dell’art.,,
29,"26, comma 6, del d.lgs.",,
30,"152/2006, il progetto in parola dovrà essere realizzato entro cinque anni dalla data di pubblicazione del presente provvedimento; 4. di trasmettere copia del presente decreto alla proponente Provincia di Mantova – Settore progettazione della viabilità e delle infrastrutture; 5. di informare contestualmente dell’avvenuta decisione finale e delle modalità di reperimento della stessa il comune di Roverbella ed ARPA Lombardia; 6. di provvedere alla pubblicazione sul BURL della sola parte dispositiva del presente decreto; 7. di provvedere altresì alla pubblicazione integrale del presente provvedimento sul sito web www.cartografia.regione.lombardia.it/silvia/; 8. di rendere noto che contro il presente decreto è proponibile ricorso giurisdizionale presso il TAR della Lombardia secondo le modalità di cui al d.lgs.",,
31,"2 luglio 2010, n. 104, ovvero è ammesso ricorso straordinario al Capo dello Stato, rispettivamente entro 60 o 120 giorni dalla data di avvenuta notificazione del presente atto.",,
32,Il dirigente Filippo Dadone,,
