sentence number,sentence,value (0/1)
39,Norma di perimetrazione (Ministero Ambiente) D. 31 agosto 2001 (G.U. 26/10/01) D. 31 agosto 2001 (G.U. 29/10/01) D. 8 luglio 2002 (G.U. 5/10/02) D. 8 luglio 2002 (G.U. 3/10/02) D. 24 febbraio 2003 (G.U. 27/5/03) D. 26 novembre 2002 (G.U. 9/1/03) D. 7 febbraio 2003 (G.U. 12/4/03),,
40,"Il Ministero della Salute, con nota pr.",,
41,"3757 del 10 febbraio 2011 ha pianificato un piano triennale di monitoraggio di alcuni alimenti di origine animale prodotti nelle aree a maggior impatto ambientale, già individuati come siti di interesse nazionale (SIN).",,
42,Scopo del monitoraggio è fornire i dati necessari per una corretta definizione dei livelli di rischio per i principali contaminanti in alimenti di origine animale prodotti in aree limitrofe alle zone considerate.,,
43,"Regione Lombardia ha emanato nel corso dell’anno 2011 e 2012 il “Piano nazionale di monitoraggio dei contaminanti ambientali in alimenti di origine animale prodotti nei siti di interesse nazionale (SIN)” con cui disponeva il monitoraggio nel sito di Cerro al Lambro, nei Laghi di Mantova e Polo Chimico e nel sito di Sesto San Giovanni.",,
44,"Nel corso del 2013 Regione Lombardia condurrà una attività di monitoraggio presso i SIN di Brescia-Caffaro, Pioltello e Rodano e Milano Bovisa.",,
45,"E’ escluso dalle attività di monitoraggio il SIN di Broni, poiché non di interesse per la sicurezza alimentare per la presenza di fibre di amianto, come concordato nella riunione del 30 novembre 2012 tra la U.o.",,
46,Veterinaria della Regione Lombardia e il Gruppo Tecnico di Coordinamento.,,
47,"La Regione Lombardia, oltre che territori ad elevata concentrazione di insediamenti industriali ed agro-zootecnici, possiede un rilevante patrimonio idrico lacustre.",,
48,"Il monitoraggio relativo alla presenza di contaminanti nella fauna ittica permette di valutare il livello di rischio di questa specifica filiera alimentare e consentire, a tutti gli organismi preposti alla tutela della salute, una più razionale, efficiente ed efficace gestione delle emergenze.",,
49,2.,,
50,INDIVIDUAZIONE DEGLI AMBITI DI MONITORAGGIO Sono oggetto del presente piano: 1.,,
51,2.,,
52,3.,,
53,4.,,
54,"Monitoraggio del SIN di Pioltello e Rodano Monitoraggio del SIN di Milano - Bovisa, Sesto San Giovanni, Pioltello Rodano (Area Omogenea) Monitoraggio del SIN di Brescia - Caffaro Piano di monitoraggio della fauna ittica della Lombardia",,
55,2.1.,,
56,Monitoraggio del SIN di Pioltello e Rodano Il Sito di Interesse Nazionale di Pioltello e Rodano include interamente il Polo chimico industriale ubicato tra i due comuni; il sito è delimitato a nord dal tracciato ferroviario Milano-Treviglio e a sud dalla S.S. Rivoltana e dal Parco Agricolo Sud.,,
57,"Il Sito di Interesse Nazionale include diverse aree industriali attive (Antibioticos, Energheia, Air Liquide Italia Service, Air Liquide Italia Produzione, CGT, Wilson/Immobiliare 2C, Snam ReteGas, RFI/Italferr), e l’ex area SISAS.",,
58,"Le indagini di caratterizzazione effettuate sul sito hanno evidenziato contaminazione della falda superficiale, in modo pressoché ubiquitario all’interno del perimetro del Sito, da Cromo VI e Composti Organoclorurati (1,1-dicloroetilene, 1,2-dicloropropano, cloroformio, Tetracloroetilene, Tricloroetilene) oltre che a puntuali riscontri di superamenti dei limiti fissati per gli IPA, Ferro, Mercurio, nitriti, manganese e idrocarburi totali.",,
59,"Le informazioni estrapolate dalla BDN mostrano un totale di n. 94 allevamenti ovi-caprini presenti all’interno di un’area di 10 km dal perimetro del SIN, tutti con indirizzo produttivo “da carne” o “misto”, ma soltanto n. 9 di questi hanno una consistenza maggiore di 25 capi.",,
60,"Pertanto, in considerazione dell’indisponibilità degli allevamenti da cui prelevare latte ovi-caprino, si ritiene di individuare come matrice le uova da galline allevate all’aperto-terra.",,
61,Il monitoraggio sarà condotto sulla base degli elementi descritti nella allegata scheda n. 1 2.2.,,
62,"Monitoraggio del SIN di Milano - Bovisa Il sito è localizzato nella parte Nord Ovest di Milano, alla confluenza delle autostrade provenienti da Torino e Venezia Laghi ed è caratterizzato da contaminazione riferibile a metalli pesanti (Arsenico, Cadmio, Rame, Piombo, Zinco), ferrocianuri - BTEX, IPA e amianto.",,
63,"Nel valutare il SIN, risulta che l’area in prossimità si sovrappone parzialmente a quella del SIN di Pioltello Rodano e di Sesto San Giovanni.",,
64,In considerazione di analoghe criticità ambientali si considerano i tre SIN come un’unica area omogenea.,,
65,– 14 –,,
66,Bollettino Ufficiale,,
67,Serie Ordinaria n. 4 - Lunedì 21 gennaio 2013 Le informazioni estrapolate dalla BDN mostrano un totale di n. 168 allevamenti ovi-caprini presenti all’interno dell’area.,,
68,Il monitoraggio sarà condotto sulla base degli elementi descritti nella allegata scheda n. 2 e viene individuata quale matrice d’elezione il latte ovi-caprino 2.3.,,
69,"Monitoraggio del SIN di Brescia - Caffaro Il SIN include le aree del Comune di Brescia che sono state interessate da contaminazione diffusa da PCB, PCDD-PCDF, arsenico e mercurio, derivanti, principalmente, dalle attività pregresse dello stabilimento chimico Caffaro s.p.a., ubicato nel Comune di Brescia, attivo dall’inizio del 1900 nella produzione di vari composti derivati dal cloro, fra cui i policlorobifenili (PCB) dal 1930 al 1984.",,
70,"Il perimetro include inoltre tre discariche, due ubicate nel Comune di Castegnato e una nel Comune di Passirano, che sono state utilizzate in passato per lo smaltimento di scarti di produzione da parte della Caffaro s.p.a.",,
71,"Con riferimento alle principali criticità ambientali, nel Sito si riscontra una contaminazione elevata e diffusa da PCB, PCDD/PCDF e Mercurio soprattutto nei terreni superficiali, ma anche nelle acque di falda e nelle acque superficiali (sistema delle rogge) nonché nei sedimenti delle rogge medesime.",,
72,"In particolare la matrice suolo risulta interessata anche da contaminazione diffusa da metalli quali Arsenico, Antimonio, Mercurio, Nichel, Piombo ed Alluminio, da IPA, alifatici clorurati cancerogeni, Clorobenzeni e Fitofarmaci.",,
73,"Nelle acque di falda, si sono riscontrati molteplici superamenti dei limiti vigenti relativi a metalli, MTBE, solventi clorurati, IPA, Clorobenzeni, fitofarmaci ed idrocarburi totali.",,
74,Le informazioni estrapolate dalla BDN mostrano un totale di n. 298 allevamenti ovi-caprini presenti all’interno di un’area di 10 km dal perimetro del SIN.,,
75,Di questi soltanto n. 8 sono registrati “da latte”.,,
76,In considerazione della consistenza del patrimonio ovi-caprino si ritiene matrice di elezione per l’attività di monitoraggio il latte ovino e caprino.,,
77,Qualora si riscontri la non disponibilità della suddetta matrice si preleveranno le uova di gallina provenienti da allevamenti allevati a terra-all’aperto.,,
78,Il monitoraggio sarà condotto sulla base degli elementi descritti nella allegata scheda n. 3.,,
79,2.4.,,
80,"Monitoraggio della fauna ittica della Lombardia La conoscenza dello “stato di salute” delle acque superficiali mediante il monitoraggio della popolazione ittica, rappresenta un elemento fondamentale per la tutela dell’ambiente e della sanità pubblica in linea con i principi della sicurezza alimentare.",,
81,"La fauna ittica rappresenta l’anello di congiunzione diretto tra l’ambiente acquatico ed il consumatore, è veicolo di elementi nutritivi ma è anche possibile tramite di contaminanti ambientali costituendo inoltre un indicatore dello stato di salute dell’ambiente.",,
82,"In considerazione di ciò, l’obbiettivo del progetto è sviluppare un programma di monitoraggio utile ad individuare sia elementi di rischio per la salute pubblica sia elementi utili per la comprensione delle dinamiche degli equilibri naturali, con auspicabili riflessi predittivi e gestionali.",,
83,"Il Piano prevede il campionamento di pesci appartenenti alla specie anguilla, agone, tinca, pesce persico, luccio.",,
84,3.,,
85,OBIETTIVI,,
86,"Il programma regionale si propone di effettuare un’attività di monitoraggio degli alimenti di origine animale prodotti nelle aree a maggior impatto ambientale, già individuati come siti di interesse nazionale e/o aree potenzialmente inquinate nonché di concorrere all’attuazione del programma di monitoraggio delle specie ittiche che rappresentano la maggior parte del pescato regionale.",,
87,4.,,
88,TEMPI DI ATTUAZIONE,,
89,La durata del Piano è dall’1 febbraio 2013 al 31 dicembre 2013.,,
90,5.,,
91,COSTI E INDICATORI,,
92,"Il costo dell’attività è di euro 297.647,00 comprensivo delle analisi dei campioni.",,
93,5.1.,,
94,Preventivo di spesa Laboratorio,,
95,PIANO SIN 2013 (analisi),,
96,Tariffa (€),,
97,Analisi,,
98,N. Campioni,,
99,IZSLER,,
100,Diossine +PCBdl,,
101,"413,00",,
102,IZSLER,,
103,PCBndl,,
104,"226,76",,
105,IZSLER,,
106,As,,
107,"31,63",,
108,IZSLER,,
109,Be,,
110,"32,18",,
111,IZSLER,,
112,Cd,,
113,"31,33",,
114,IZSLER,,
115,Cr,,
116,"30,27",,
117,IZSLER,,
118,Hg,,
119,"31,69",,
120,IZSLER,,
121,Ni,,
122,"32,55",,
123,IZSLER,,
124,Pb,,
125,"28,75",,
126,IZSLER,,
127,Tl,,
128,"32,18",,
129,"67,85",,
130,IZSLER,,
131,IPA,,
132,"77,85",,
133,"77,85",,
134,IZSLT,,
135,NONILFENOLO e PENTACLOROFENOLO,,
136,TOTALE PER CAMPIONE,,
137,Totale analisi SIN,,
138,IVA 22%,,
139,TOTALE IVA CPR,,
140,"78.815,88",,
141,"17.339,49",,
142,"96.155,37",,
143,"639,76",,
144,78,,
145,"225,00 1.010,46",,
146,Bollettino Ufficiale,,
147,– 15 – Serie Ordinaria n. 4 - Lunedì 21 gennaio 2013,,
148,Laboratorio,,
149,Tariffa (€),,
150,Analisi,,
151,N. Campioni,,
152,IZSLER,,
153,Diossine +PCBdl,,
154,IZSLER,,
155,PCBndl,,
156,"226,76",,
157,IZSLER,,
158,As,,
159,"31,63",,
160,IZSLER PIANO MONITORAGGIO IZSLER FAUNA ITTICA IZSLER (analisi) IZSLER,,
161,Cd,,
162,"31,33",,
163,Cr,,
164,"30,27",,
165,Hg,,
166,"31,69",,
167,Ni,,
168,"32,55",,
169,IZSLER,,
170,Pb,,
171,"28,75",,
172,IZSLER,,
173,Tl,,
174,"32,18",,
175,"67,85",,
176,IZSLER,,
177,IPA,,
178,"77,85",,
179,"77,85",,
180,Totale analisi SIN,,
181,IVA 22%,,
182,TOTALE IVA CPR,,
183,"103.680,72",,
184,"22.809,76",,
185,"126.490,48",,
186,"413 639,76",,
187,132,,
188,TOTALE PER CAMPIONE,,
189,"785,46",,
190,PERSONALE CON ONERI,,
191,"75.001,15",,
192,TOTALE PIANO,,
193,"75.001,15 210",,
194,"297.647,00",,
195,5.2.,,
196,Indicatori La Regione individua quali indicatori dello stato di avanzamento del piano la % dell’attività di campionamento e il relativo trasferimento dei dati nel Portale del Sistema Informativo Veterinario (SINVSA) del Ministero della Salute.,,
197,Indicatori attività di campionamento N. campionamenti eseguiti al 31 luglio 2013 x 100 > 40 N. campionamenti programmati (210) N. campionamenti eseguiti al 31 dicembre 2013 x 100 = 100 N. campionamenti programmati (210) Indicatori trasferimento dati N. schede di prelievo i cui dati sono stati inseriti/trasferiti in SINVSA al 31 luglio 2013 x 100 > 35 N. campioni programmati (210) N. campioni i cui dati sono stati inseriti/trasferiti in SINVSA al 31 dicembre 2013 x 100 = 100 N. campioni programmati (210),,
198,– 16 –,,
199,Bollettino Ufficiale,,
200,Serie Ordinaria n. 4 - Lunedì 21 gennaio 2013 SCHEDA DESCRITTIVA N. 1,,
201,"Monitoraggio nel SIN di PIOLTELLO e RODANO: Il programma tiene conto di quanto concordato con il Gruppo Tecnico di coordinamento, istituito dal Ministero della Salute, nel corso dell’incontro svoltosi in data 30 novembre 2012 come da verbale prot. n 43139 del 24 dicembre 2012 1.",,
202,2.,,
203,3.,,
204,Durata del monitoraggio: dall’1 febbraio 2013 al 31 dicembre 2013 Tipologia di campionamento: monitoraggio Matrice oggetto del campionamento nei SIN: □ latte ovi-caprino □ vongole da banchi naturali □ mitili allevati □ mitili da banchi naturali X uova provenienti da allevamenti all’aperto-a terra rurali 4.,,
205,Numero di campioni: 18 5.,,
206,Numero di allevamenti oggetto di campionamento: 18 (tutti gli allevamenti oggetto del Piano sono sottoposti a localizzazione geografica - GPS/formato decimale) 6.,,
207,Verbale di prelievo (un verbale per ciascun campione): X modello presente nel sistema SINVSA (o in alternativa) □ modello allegato (che contenga tutte le medesime informazioni) 7.,,
208,"Azienda/e USL responsabile/i del prelievo e della raccolta dei dati relativi singoli campioni: ASL della Provincia di Lodi, ASL della Provincia di Monza e Brianza e ASL della Provincia di Milano 2 8.",,
209,Laboratorio competente per territorio: IZS della Lombardia e dell’Emilia Romagna – Sede di Brescia 9.,,
210,"Laboratori di analisi: IZSLER Sede di Brescia (PCB non DL, diossine, PCB-DL, metalli pesanti.",,
211,IPA) IZS LT(pentaclorofenolo e nonilfenolo) (Come da verbale prot n. 43139 del 24 dicembre 2012) 10.,,
212,Modalità di campionamento: per ogni campione andrà prelevata n. 1 unità campionaria secondo le indicazioni presenti nel verbale prot. n. 43139 del 24 dicembre 2012 11.,,
213,Ricerche: diossine e PCB e contaminanti ambientali 12.,,
214,Flusso informativo: l’IZS territorialmente competente effettuerà il trasferimento dei dati dei controlli effettuati nel Portale del sistema Informativo Veterinario del Ministero della Salute. __________________,,
215,SCHEDA DESCRITTIVA N. 2,,
216,"Monitoraggio nel SIN di MILANO BOVISA - SESTO SAN GIOVANNI - PIOLTELLO RODANO (AREA OMOGENEA) Il programma tiene conto di quanto concordato con il Gruppo Tecnico di coordinamento, istituito dal Ministero della Salute, nel corso dell’incontro svoltosi in data 30 novembre 2012 come da verbale prot. n. 42653 del 20 dicembre 2012 1.",,
217,2.,,
218,3.,,
219,Durata del monitoraggio: dall’1 febbraio 2013 al 31 dicembre 2013 Tipologia di campionamento: monitoraggio Matrice oggetto del campionamento nei SIN: X latte ovi-caprino □ vongole da banchi naturali □ mitili allevati □ mitili da banchi naturali □ uova provenienti da allevamenti all’aperto-a terra rurali 4.,,
220,Numero di campioni: 30 - 2 unità per campione 5.,,
221,Numero di allevamenti oggetto di campionamento: 30 (tutti gli allevamenti oggetto del Piano sono sottoposti a localizzazione geografica - GPS/formato decimale) 6.,,
222,Verbale di prelievo (un verbale per ciascun campione): X modello presente nel sistema SINVSA (o in alternativa) □ modello allegato (che contenga tutte le medesime informazioni ) 7.,,
223,"Azienda/e USL responsabile/i del prelievo e della raccolta dei dati relativi singoli campioni: ASL della Provincia di Lodi, ASL della Provincia di Monza e Brianza, ASL della Provincia di Milano, ASL della Provincia di Milano 1 e ASL della Provincia di Milano 2 8.",,
224,Laboratorio competente per territorio: IZS della Lombardia e dell’Emilia Romagna - Sede di Brescia 9.,,
225,"Laboratori di analisi: IZSLER Sede di Brescia (PCB non DL, diossine, PCB-DL, metalli pesanti, IPA) IZS LT(pentaclorofenolo e nonilfenolo) (Come da verbale prot. n. 42653 del 20 dicembre 2012) 10.",,
226,Modalità di campionamento: per ogni campione andranno prelevate n. 2 unità campionarie secondo le indicazioni presenti nel verbale n. 42653 del 20 dicembre 2012 11.,,
227,Ricerche: diossine e PCB e contaminanti ambientali 12.,,
228,Flusso informativo: l’IZS territorialmente competente effettuerà il trasferimento dei dati dei controlli effettuati nel Portale del sistema Informativo Veterinario del Ministero della Salute. __________________,,
229,Bollettino Ufficiale,,
230,– 17 – Serie Ordinaria n. 4 - Lunedì 21 gennaio 2013 SCHEDA DESCRITTIVA N. 3,,
231,"Monitoraggio nel SIN di BRESCIA - CAFFARO: Il programma tiene conto di quanto concordato con il Gruppo Tecnico di coordinamento, istituito dal Ministero della Salute, nel corso dell’incontro svoltosi in data 30 novembre 2012 come da verbale prot. n. 42655 del 20 dicembre 2012 1.",,
232,2.,,
233,3.,,
234,Durata del monitoraggio: dall’1 febbraio 2013 al 31 dicembre 2013 Tipologia di campionamento: monitoraggio Matrice oggetto del campionamento nei SIN: X latte ovi-caprino □ vongole da banchi naturali □ mitili allevati		 □ mitili da banchi naturali □ uova provenienti da allevamenti all’aperto-a terra rurali 4.,,
235,Numero di campioni: 30 - 2 unità per campione 5.,,
236,Numero di allevamenti oggetto di campionamento: 30 (tutti gli allevamenti oggetto del Piano sono sottoposti a localizzazione geografica - GPS/formato decimale) 6.,,
237,Verbale di prelievo (un verbale per ciascun campione): X modello presente nel sistema SINVSA (o in alternativa) □ modello allegato (che contenga tutte le medesime informazioni ) 7.,,
238,Azienda/e USL responsabile/i del prelievo e della raccolta dei dati relativi singoli campioni: ASL della Provincia di Brescia 8.,,
239,Laboratorio competente per territorio: IZS della Lombardia e dell’Emilia Romagna - Sede di Brescia 9.,,
240,"Laboratori di analisi: IZSLER Sede di Brescia (PCB non DL, diossine, PCB-DL, metalli pesanti, IPA) IZS LT(pentaclorofenolo e nonilfenolo) (Come da verbale prot. n. 42655 del 20 dicembre 2012) 10.",,
241,Modalità di campionamento: per ogni campione andranno prelevate n. 2 unità campionarie secondo le indicazioni presenti nel verbale prot. n. 42655 del 20 dicembre 2012 11.,,
242,Ricerche: diossine e PCB e contaminanti ambientali 12.,,
243,Flusso informativo: l’IZS territorialmente competente effettuerà il trasferimento dei dati dei controlli effettuati nel Portale del sistema Informativo Veterinario del Ministero della Salute.,,
244,__________________,,
245,SCHEDA DESCRITTIVA N. 4,,
246,"Piano di monitoraggio della fauna ittica della Lombardia: Per consentire la gestione informatizzata del programma di monitoraggio dell’area dei laghi di Garda, Iseo, Idro, Como e Maggiore e dei corsi idrici Ticino, Adda, Oglio, Mincio e Po si provvede alla georeferenziazione dell’area stessa al fine dell’inserimento nel sistema SINVSA.",,
247,1.,,
248,2.,,
249,3.,,
250,Durata del monitoraggio: dall’1 aprile 2013 al 31 dicembre 2013.,,
251,"Tipologia di campionamento: monitoraggio Matrice oggetto del campionamento: □ latte ovi-caprino		 □ vongole □ uova provenienti da allevamenti all’aperto-a terra rurali		 □ mitili X altro: fauna ittica (Anguilla, agone, tinca, pesce persico, luccio, coregone) 4.",,
252,Numero di campioni: 132 5.,,
253,Numero di allevamenti oggetto di campionamento ove pertinente: i punti di prelievo dei campioni saranno sottoposti a localizzazione geografica (GPS - formato decimale) 6.,,
254,Verbale di prelievo (un verbale per ciascun campione) □ modello presente nel sistema SINVSA (o in alternativa) X modello allegato (che contiene tutte le medesime informazioni ) 7.,,
255,Azienda/e USL responsabile/i del prelievo e della raccolta dei dati relativi singoli campioni: ASL delle Provincie della Lombardia 8.,,
256,Laboratorio competente per territorio: IZS della Lombardia e dell’Emilia Romagna – Sede di Brescia 9.,,
257,"Laboratori di analisi: IZSLER Sede di Brescia (PCB non DL, diossine, PCB-DL, metalli pesanti, IPA) 10.",,
258,"Modalità di campionamento: Il prelievo dei pesci oggetto di indagine per la valutazione del rispetto dei limiti di legge in merito alla contaminazione delle carni per diossine e PCBDL, nonché per alcuni metalli pesanti ed idrocarburi policiclici aromatici presenti nel muscolo è pianificato sui principali bacini lacustri e corsi idrici della Regione Lombardia dove viene effettuata un’attività significativa di pesca professionale.",,
259,Il numero dei siti di prelievo sono indicati nella tabella allegata e tengono in considerazione l’estensione della superficie lacustre.,,
260,"Sono previsti due campionamenti: uno nel periodo primaverile/estivo e l’altro in quello autunno invernale ciò al fine di poter valutare eventuali differenze di contaminazione legate al diverso comportamento alimentare, riproduttivo ed entità del grasso corporeo depositato nelle diverse specie ittiche considerate.",,
261,"Le specie da monitorare sono state individuate in funzione del livello di grasso corporeo, dell’alimentazione e posizione nella catena trofica, del contatto con i fanghi del fondale e dell’importanza per la pesca di professione.",,
262,Per ogni specie ittica è previsto un numero di 5 esemplari per ogni singolo campione.,,
263,Il piano prevede un totale di 18 prelievi annui per i laghi e 12 per i fiumi della regione Lombardia per un numero complessivo massimo di 660 pesci.,,
264,I dettagli di quanto esposto sono schematizzati nella tabella allegata.,,
265,– 18 –,,
