sentence number,sentence,value (0/1)
22,"«Nuove norme in materia di procedimento amministrativo e di diritto di accesso ai documenti amministrativi» e la legge regionale 1 febbraio 2012, n. 1 «Riordino normativo in materia di procedimento amministrativo, diritto di accesso ai documenti amministrativi, semplificazione amministrativa, potere sostitutivo e potestà sanzionatoria»;",,
23,Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge; Visti la l.r.,,
24,"20/2008 e i Provvedimenti Organizzativi della IX Legislatura; DECRETA recepite le premesse: 1. di riconoscere, quale tartufaia controllata, le superfici già indicate dai decreti n. 13034 dell’1 agosto 2003 e n. 7561 del 22 luglio 2009, appartenenti al Comune di Varzi (PV); 2. di concedere la raccolta riservata dei corpi fruttiferi nel rispetto del regolamento adottato dall’assemblea generale dei soci del Consorzio agro-silvo-pastorale Reganzo, con sede il località Chiesa di Bognassi, comune di Varzi (PV); 3. di stabilire in cinque anni, decorrenti dalla data di adozione del presente decreto, la data di scadenza della concessione; 4. di subordinare la concessione all’effettiva tabellazione delle aree e all’esecuzione delle opere di miglioria indicate all’art.",,
25,124 della l.r.,,
26,31/2008; 5. di disporre che il Consorzio agro-silvo-pastorale Reganzo dovrà comunicare alla Struttura Foreste della D.g.,,
27,"Sistemi Verdi e Paesaggio, entro e non oltre il 31 marzo di ogni anno, pena la decadenza dalla concessione, ai sensi dell’art.",,
28,"124, comma 9, della l.r.",,
29,"31/2008: −− l’elenco, distinto per tipologia, dei nominativi dei soggetti ai quali è stato rilasciato, nella precedente stagione, il permesso di raccolta; −− l’importo introitato a seguito del rilascio dei permessi di raccolta; −− la quantità stimata in peso (kg) dei Tuber raccolti, suddivisi per le diverse specie ritrovate; −− l’indicazione cartografica delle aree maggiormente produttive, con la stima della quantità (kg) estratte per ettaro; −− le opere di miglioria realizzate; 6. di disporre la pubblicazione del presente decreto sul Bollettino Ufficiale della Regione Lombardia e sul sito web della D.g.",,
30,Sistemi Verdi e Paesaggio (http://www.sistemiverdi.regione.lombardia.it).,,
31,Il dirigente della struttura foreste Roberto Carovigno,,
