sentence number,sentence,value (0/1)
13,"6 giugno 2012 n. 3584 «Definizione dei requisiti specifici per l’esercizio e l’accreditamento dell’Assistenza Domiciliare Integrata» • 25 luglio 2012, n. 3851 «Determinazioni in ordine alle tariffe sperimentali dei nuovi profili dell’Assistenza Domiciliare Integrata»; • 26 ottobre 2012 n. 4334 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2013»; Richiamato inoltre il d.d.g. della Direzione generale Famiglia, Conciliazione, Integrazione e Solidarietà Sociale del 3 agosto 2012, n. 7089 ad oggetto: «Determinazioni in ordine all’Assistenza Domiciliare Integrata»; Rilevato che la società «Unimed s.r.l.», con sede legale in Darfo Boario Terme (BS), Viale Igea n. 3, C.F. 03273890982, ha presentato S.C.I.A. con contestuale richiesta di accreditamento, protocollata in data 27 settembre 2012 n. prot.",,
14,"G1.2012.0012825 per l’unità di offerta di Assistenza Domiciliare Integrata denominata «ADIMED», con sede in Darfo Boario Terme (BS), al medesimo indirizzo; Visto il provvedimento n. 843 del 21 novembre 2012 adottato dall’ASL di Vallecamonica - Sebino, pervenuto in data 10 gennaio 2013, di attestazione del possesso dei requisiti di accreditamento per l’erogazione di prestazioni di A.D.I. ordinaria; Visto il d.d.g. della Direzione generale Famiglia, Conciliazione, Integrazione e Solidarietà Sociale del 27 settembre 2012 n. 8406, con il quale è stato riconosciuto, tra l’altro, l’accreditamento dell’unità di offerta socio sanitaria di Assistenza Domiciliare Integrata (A.D.I.) denominata «Nuovi Orizzonti» per l’erogazione di prestazioni di A.D.I. ordinaria e di Cure Palliative, gestita dall’ente «Margherita Società Cooperativa Sociale Onlus» con sede legale in Darfo Boario Terme (BS), Piazza Don Bosco n. 1, C.F. 01589950987; Rilevato che l’ente gestore sopra citato ha presentato S.C.I.A. con contestuale richiesta di accreditamento per il trasferimento della sede legale e dell’attività da Darfo Boario Terme (BS), Piazza Don Bosco n. 1 a Darfo Boario Terme (BS), Via Romolo Galassi n. 30, pervenuta con prot. n. G1.2013.00002 del 2 gennaio 2013; Visto il provvedimento n. 1000 del 28 dicembre 2012 adottato dall’ASL di Vallecamonica - Sebino, pervenuto in data 10 gennaio 2013, di attestazione del possesso dei requisiti di accreditamento; Ritenuto di accogliere le richieste di accreditamento in oggetto, sussistendo tutti i requisiti previsti dalla normativa vigente;",,
15,"Stabilito che la ASL territorialmente competente deve provvedere, entro 90 giorni dall’approvazione del presente atto, all’effettuazione di una visita di vigilanza, al fine della verifica del mantenimento dei requisiti di accreditamento; Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge; Vista la l.r.",,
16,"20 del 7 luglio 2008 nonché tutti i provvedimenti organizzativi della IX legislatura; Ravvisata la necessità di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e per la relativa comunicazione agli enti gestori interessati, ed alla ASL territorialmente competente; DECRETA 1. di accreditare, con decorrenza dalla data di approvazione del presente atto, la seguente unità di offerta socio sanitaria di Assistenza Domiciliare Integrata (A.D.I.): «Adimed», con sede in Darfo Boario Terme (BS), Viale Igea n. 3 gestita dalla società «Unimed s.r.l.», con sede legale in Darfo Boario Terme (BS), Viale Igea n. 3, C.F. 03273890982, sulla base della verifica del possesso dei requisiti di accreditamento condotta dall’ASL di Vallecamonica - Sebino e attestata con il provvedimento n. 843 del 21 novembre 2012, per l’erogazione di prestazioni di A.D.I. Ordinaria; 2. di modificare l’accreditamento, con decorrenza dalla data di approvazione del presente atto, della seguente unità di offerta socio sanitaria di Assistenza Domiciliare Integrata (A.D.I.): «Nuovi Orizzonti» gestita dall’ente «Margherita Società Cooperativa Sociale Onlus» con sede legale in Darfo Boario Terme (BS), Via Romolo Galassi n. 30, C.F.01589950987, sulla base della verifica del possesso dei requisiti di accreditamento condotta dalla ASL di Vallecamonica - Sebino ed attestata con il provvedimento n. 1000 del 28 dicembre 2012, per trasferimento della sede legale e della sede dell’attività, in sostituzione di quella già accreditata di Piazza Don Bosco, 1; 3. di provvedere all’iscrizione degli accreditamenti di cui ai punti precedenti nell’apposito registro regionale delle unità di offerta socio sanitarie accreditate; 4. di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e per la relativa comunicazione agli enti gestori interessati, ed alla ASL territorialmente competente.",,
17,Il direttore generale Roberto Albonetti D.d.g.,,
18,"22 gennaio 2013 - n. 313 Modifica dell’accreditamento della seguente unità di offerta: “Comunità il Calabrone” gestita dall’ente “Calabrone società cooperativa sociale Onlus” con sede legale in Brescia, C.F. 01296890179 per trasferimento della sede di Brescia da via Quinta n. 6 - Villaggio Prealpino a Viale degli Abruzzi n. 8/U e di n. 2 posti di servizio terapeutico riabilitativo da Cazzago San Martino (BS) a Brescia, viale degli Abruzzi n. 8/U IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA, CONCILIAZIONE, INTEGRAZIONE E SOLIDARIETA’ SOCIALE Visti:",,
19,• il d.p.r.,,
20,"9 ottobre 1990, n. 309 «Testo unico delle leggi in",,
21,"materia di disciplina degli stupefacenti e sostanze psicotrope, prevenzione, cura e riabilitazione stati di tossicodipendenza», così come integrato dalla l. 21 febbraio 2006, n. 49 «Conversione in legge, con modificazioni del decreto-legge 30 dicembre 2005, n. 272, recante misure urgenti per garantire la sicurezza e i finanziamenti per le prossime Olimpiadi invernali, nonché la funzionalità dell’Amministrazione dell’interno.",,
22,Disposizioni per favorire il recupero di tossicodipendenti recidivi»;,,
23,• il d.lgs.,,
24,"30 dicembre 1992, n. 502, e successive modificazioni ed integrazioni;",,
25,• il d.p.r.,,
26,"14 gennaio 1997 «Approvazione dell’atto di indirizzo e coordinamento alle Regioni ed alle Province autonome di Trento e Bolzano in materia di requisiti strutturali, tecnologici ed organizzativi minimi per l’esercizio delle attività sanitarie da parte delle strutture pubbliche e private»;",,
27,mento in materia di prestazioni socio sanitarie» e 29 novembre 2001 «Definizione dei livelli essenziali di assistenza»;,,
28,nitarie e socio-sanitarie.,,
29,Collegato» e successive modifiche;,,
30,Bollettino Ufficiale,,
31,– 16 – Serie Ordinaria n. 5 - Mercoledì 30 gennaio 2013,,
32,ALLEGATO A UNITA’ DI OFFERTA SOCIO SANITARIE: ASSISTENZA DOMICILIARE INTEGRATA AVENTI SEDE NELLA AS.L. DI MILANO,,
33,N.,,
34,Ragione sociale Ente Gestore,,
35,Codice Fiscale,,
36,Comune Sede legale,,
37,Indirizzo,,
38,SCIA presentata presso l'ASL di,,
39,Data presentazione richiesta accreditamento,,
40,Richiesta accr.,,
41,Cure palliative (sì/no),,
42,1,,
43,A.M.P. PAXME DOMICILIARE SOCIETA' COOPERATIVA SOCIALE,,
44,07376910969,,
45,MILANO,,
46,"VIALE F. RESTELLI, 49",,
47,MI,,
48,15/07/2012,,
49,NO,,
50,12/12/2012 DELIBERAZIONE N. 1636,,
51,17/12/2012 PROT.,,
52,N. 16228,,
53,2,,
54,ALLEANZA SOCIALE PROTAGONISTA CONSORZIO DI COOPERATIVE,,
55,03257930614,,
56,SAN MARCELLINO,,
57,"CORSO ITALIA, 193",,
58,MI,,
59,13/07/2012,,
60,NO,,
61,12/12/2012 DELIBERAZIONE N. 1636,,
62,17/12/2012 PROT.,,
63,N. 16228,,
64,Data ricezione Data attestazione requisiti ASL attestazione requisiti e n. provvedimento e protocollo,,
