sentence number,sentence,value (0/1)
18,"Il monitoraggio in continuo dovrà comprendere anche le grandezze di impianto più significative, necessarie a correlare i livelli emissivi con lo stato impianto in essere in un dato istante o altri indicatori previsti dalle autorizzazioni.",,
19,"A titolo indicativo se ne riporta un elenco non esaustivo: nel Manuale di Gestione dovrà essere inserita analoga tabella, con gli inquinanti, i parametri e le grandezze caratteristiche del singolo impianto.",,
20,CO NOx SO2 Polveri COT,,
21,Inquinanti,,
22,Parametri chimico-fisici O2 Temperatura fumi Pressione fumi Umidità fumi Portata fumi,,
23,HCl,,
24,…,,
25,HF (1),,
26,Grandezze impianto Portata combustibile primario Portata combustibile ausiliario Portata materia prima Potenza termica Potenza elettrica … Grandezze elementari usate definizione dello stato impianto,,
27,per,,
28,la,,
29,"TAB.1 – parametri oggetto del monitoraggio in continuo per il comparto ‘produzione leganti idraulici Alcuni parametri/grandezze necessari per la normalizzazione delle misure o per la determinazione dei flussi di massa, possono essere sia misurati, con strumentazione che garantisca adeguati livelli di affidabilità, sia calcolati sulla base di algoritmi codificati e di seguito proposti.",,
30,"Laddove le grandezze che concorrano alla valutazione dei limiti o all’assegnazione degli stati impianto siano calcolate e non misurate dovrà essere esplicitato nell’ambito del Manuale di Gestione l’algoritmo di calcolo delle stesse, la modalità di codifica, elaborazione e archiviazione dati; i criteri di acquisizione, raccolta e archiviazione dei dati di cui ai paragrafi",,
31,2.,,
32,"Modalità di codifica, elaborazione e archiviazione dati",,
33,"Le modalità di raccolta, elaborazione ed archiviazione dei dati di cui al paragrafo 9 del dduo 7300/2004 sono sostituite con quanto riportato nella parte C Parte C dell’Allegato 1 al dds 27 aprile 2010 n. 4343 – SPECIFICHE E CRITERI DI TRATTAMENTO DATI, come integrata dall’Allegato 1 al presente provvedimento.",,
34,Al fine di individuare i nuovi codici monitor associati agli inquinanti/parametri oggetto di monitoraggio si faccia riferimento a quanto riportato al paragrafo 2 ‘CODICI MONITOR’ dell’Allegato 1 al presente provvedimento.,,
35,"Resta invece invariato, fino a nuove disposizioni, l’elenco delle tipologie di ‘stato impianto’ individuati nel dduo 7300/2004.",,
36,3.,,
37,Realizzazione e gestione SME – prescrizioni specifiche,,
38,"La gestione dello SME deve avvenire secondo i principi di cui all’Allegato 1 del Dds 4343/2010, validi per ogni categoria di SME; valgono inoltre le seguenti specifiche.",,
39,"Campi di misura degli analizzatori: In ragione dell’ampio divario ad oggi spesso rilevato tra Valore Limite di Emissione autorizzato, livello emissivo in normale funzionamento e livello emissivo durante i transitori, a ulteriore specifica di quanto all’Allegato I, parte A, paragrafo 2.3 del Dds 4343/2010 si precisa che il campo di misura degli analizzatori deve essere scelto sulla base delle seguenti indicazioni: • l’estremo superiore del campo di misura (Fondo Scala) deve essere almeno pari al Valore Limite di Emissione (VLE) autorizzato, addizionato del valore di incertezza massima ammessa per legge per il parametro in questione o, al più (se disponibile sul mercato) pari al doppio del VLE autorizzato; • deve inoltre essere garantita la possibilità di monitorare l’andamento emissivo durante i transitori di avvio e arresto degli impianti.",,
40,(1) Come previsto dall’art.,,
41,11 del d.lgs.,,
42,133/05 la misura in continuo di tale parametro può essere sostituita da misurazioni periodiche se l’impianto adotta sistemi di trattamento dell’acido cloridrico (HCl) che garantiscano il rispetto del valore limite di emissione relativo a tale sostanza;,,
43,– 24 –,,
44,Bollettino Ufficiale,,
45,Serie Ordinaria n. 2 - Giovedì 10 gennaio 2013 Ai fini del rispetto delle suddette condizioni si precisa inoltre che: •,,
46,• •,,
47,"la frequenza di accadimento delle medie semiorarie oltre il fondo scala non potrà indicativamente essere superiore al 5% delle semiore di esercizio dell’impianto (con stato impianto 30) nell’arco dell’anno: a consuntivo di fine anno dovrà essere effettuata una verifica di tale frequenza e in caso di superamento della soglia del 5% si dovrà provvedere alla sostituzione dell’analizzatore o all’acquisto di un secondo analizzatore; al fine di consentire una più accurata rilevazione del dato, nel caso in cui il livello emissivo caratteristico dell’impianto sia notevolmente al di sotto del VLE o il livello emissivo durante i transitori sia notevolmente al di sopra del VLE, è ammesso l’utilizzo di strumenti multi scala o di più strumenti; nel caso di adozione di strumento multi-scala non è richiesta la certificazione per i campi di misura diversi da quelli impiegati per la verifica del rispetto dei limiti di legge.",,
