sentence number,sentence,value (0/1)
73,"Nel corso dei sopralluoghi presso le singole unità di offerta, deve essere prevista la visita nei locali della struttura, al fine di verificare direttamente lo svolgimento delle attività e dell’assistenza agli utenti e per cogliere, prima di procedere all’analisi dei FASAS campionati, tutti quegli elementi capaci di meglio orientare l’attività del controllo di appropriatezza contestualizzandolo all’interno dell’effettivo operare della struttura; nel corso della visita all’interno degli spazi della struttura gli operatori dell’Asl possono procedere ad individuare altri utenti per il controllo di appropriatezza, facendosi consegnare dai responsabili presenti i relativi FASAS.",,
74,"Occorre, in particolare, verificare che il possesso formale di procedure trovi riscontro e applicazione concreta nel contesto dei fascicoli degli utenti.",,
75,"B. 3 La verifica di adeguamento delle strutture in esercizio ai requisiti soggettivi trasversali di accreditamento di cui alla DGR 3540/2012 Ai fini dell’esercizio dell’attività di verifica in ordine all’adeguamento ai requisiti di cui alla DGR 3540/2012 da parte delle strutture già in esercizio alla data di entrata in vigore della Delibera, il Piano 2013 di vigilanza e controllo delle Asl prevede l’acquisizione di apposita autocertificazione da parte delle strutture in oggetto da acquisire alla fine del primo semestre 2013, sulla base del modello che verrà trasmesso con nota successiva della UO Sistemi di Welfare della DG Famiglia.",,
76,"LA PROGRAMMAZIONE DEI CONTROLLI SULLA RETE DELLE UNITA’ DI OFFERTA SOCIO ASSISTENZIALI Con riferimento alle unità di offerta socio assistenziali i Piani di vigilanza e controllo 2013 delle Asl devono in ogni caso programmare il controllo sul 100% delle strutture in esercizio dell’area minori e prima infanzia e anche una congrua quota riferita alle altre aree della rete delle unità di offerta sociali, in attuazione a quanto previsto Regionale 3/2008 e successivo d.d.g.",,
77,1254/10.,,
78,L’ESERCIZIO DELLA VIGILANZA E DEL CONTROLLO EX ARTT.,,
79,23 E 25 COD.,,
80,CIV.,,
81,SULLE PERSONE GIURIDICHE DI DIRITTO PRIVATO A cura della Struttura Rapporti istituzionali della Direzione centrale affari istituzionali e legislativo di Regione Lombardia sono in corso gli incontri di coordinamento che hanno ad oggetto la vigilanza e il controllo ex art.,,
82,23 e 25 cod. civ.,,
83,"Occorre che l’esercizio della vigilanza in questione venga assicurato dalle Asl nel fermo rispetto degli indirizzi e delle indicazioni della Direzione centrale, in conformità a quanto previsto dall’art.",,
84,"4, c. 33, l.r.",,
85,1/2000.,,
86,"Nell’ambito del Piano di Vigilanza e controllo 2013, le Asl in particolare assicurano che nell’ambito della commissione di vigilanza per il controllo ex artt.",,
87,"23 e 25 cod. civ. sia presente una adeguata competenza amministrativa e contabile: a tal fine individuano nell’ambito del Piano i profili professionali coinvolti, descrivono le modalità adottate per l’esercizio del controllo, effettuano la rendicontazione delle attività nell’ambito del monitoraggio semestrale del Piano.",,
