sentence number,sentence,value (0/1)
15,"25 luglio 2012, n. 3851 «Determinazioni in ordine alle tariffe sperimentali dei nuovi profili dell’Assistenza Domiciliare Integrata»; Richiamato inoltre il d.d.g. della Direzione Generale Famiglia, Conciliazione, Integrazione e Solidarietà Sociale del 3 agosto 2012, n. 7089 ad oggetto: «Determinazioni in ordine all’Assistenza Domiciliare Integrata»; Dato atto che le unità di offerta in oggetto sono abilitate all’esercizio per effetto di SCIA, positivamente verificate con verbale dell’ASL di Mantova, in conformità alla d.g.r. n. 3540/2012; Rilevato che gli enti gestori indicati nell’Allegato A, parte integrante del presente provvedimento, hanno presentato istanza di accreditamento per le rispettive unità di offerta; Visti il provvedimento di attestazione del possesso dei requisiti di accreditamento emesso dall’ASL di Milano, indicato nell’Allegato A; Ritenuto di accogliere le richieste di accreditamento in oggetto per le motivazioni sopra descritte; Stabilito che la ASL territorialmente competenti deve provvedere, entro 90 giorni dall’approvazione del presente atto, all’effettuazione di una visita di vigilanza, al fine della verifica del mantenimento dei requisiti di accreditamento; Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge; Vista la l.r.",,
16,"20 del 7 luglio 2008 nonché tutti i provvedimenti organizzativi della IX legislatura; Ravvisata la necessità di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e per la relativa comunicazione agli enti gestori interessati, ed alla ASL territorialmente competente; DECRETA 1. di accreditare, con decorrenza dalla data di approvazione",,
17,"grata, analiticamente indicate nell’Allegato A, parte integrante del presente provvedimento, afferenti alla ASL di Mantova sulla base della verifica del possesso dei requisiti di accreditamento condotta dalla suddetta ASL ed attestati con il provvedimento indicato nel citato Allegato A; 2. di provvedere all’iscrizione delle unità di offerta oggetto del presente accreditamento nell’apposito registro regionale delle unità di offerta socio sanitarie accreditate; 3. di disporre che, entro 90 giorni dall’approvazione del presente atto, la ASL territorialmente competente provveda all’effettuazione di una ulteriore visita di vigilanza, al fine della verifica della permanenza dei requisiti di accreditamento; 4. di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e per la relativa comunicazione agli enti gestori interessati, ed alla ASL territorialmente competente.",,
18,Il direttore generale Roberto Albonetti ——— • ———,,
19,Bollettino Ufficiale,,
20,– 19 – Serie Ordinaria n. 2 - Giovedì 10 gennaio 2013 ALLEGATO A UNITA’ DI OFFERTA SOCIO SANITARIE : ASSISTENZA DOMICILIARE INTEGRATA AVENTI SEDE NELLA ASL DI MANTOVA,,
21,N.,,
22,RAGIONE SOCIALE ENTE GESTORE,,
23,CODICE FISCALE,,
24,Comune sede legale,,
25,Indirizzo,,
26,SCIA presentata presso l'ASL di,,
27,data presentazione richiesta accreditamento,,
28,richiesta accr.,,
29,Cure palliative (sì/no),,
30,data attestazione requisiti ASL e n. provvedimento,,
31,1,,
32,FONDAZIONE SCARPARI FORATTINI ONLUS,,
33,80017860208 SCHIVENOGLIA,,
34,"VIA GARIBALDI, 25",,
35,MN,,
36,13/7/2012,,
37,SI',,
38,19 dicembre 2012 DELIBERAZIONE N. 416,,
39,2,,
40,GLI SHERPA ONLUS ASSOCIAZIONE DI VOLONTARIATO,,
41,93040040201 CURTATONE,,
42,"VIA MARTIRI DI BELFIORE, 1",,
43,MN,,
44,18/7/2012,,
45,SI',,
46,19 dicembre 2012 DELIBERAZIONE N. 419,,
47,3,,
48,OSPEDALE DI SUZZARA S.P.A.,,
49,04482440965 MILANO,,
50,"VIA CIOVASSINO, 1",,
51,MN,,
52,13/7/2012,,
53,SI',,
54,21 dicembre 2012 DELIBERAZIONE N. 429,,
55,data ricezione attestazione requisiti e protocollo 20 dicembre 2012 PROT.,,
56,N. 16488 20 dicembre 2012 PROT.,,
57,N. 16491 21 dicembre 2012 PROT.,,
58,N. 16485,,
