sentence number,sentence,value (0/1)
62,"L’entità del finanziamento correlata al progetto proposto, non dovrà superare un costo previsionale complessivo superiore a € 300.000,00.",,
63,Non è previsto un importo minimo di finanziamento.,,
64,I progetti saranno finanziati in ordine di graduatoria.,,
65,5.,,
66,DURATA DEI PROGETTI I progetti devono avere una durata massima di 24 mesi.,,
67,"Tale periodo decorre dalla data dell’inizio effettivo dell’attività di ricerca, così come indicata mediante comunicazione formale inviata all’Ufficio preposto di Regione Lombardia - D.g.",,
68,"Sanità, dal soggetto proponente ammesso a finanziamento.",,
69,6.,,
70,"VALUTAZIONE DEI PROGETTI - COMMISSIONE TECNICO-SCIENTIFICA La valutazione delle proposte progettuali presentate ON–LINE mediante connessione internet al sito GEFO (https://gefo.servizirl.it), sarà effettuata da una Commissione tecnico-scientifica istituita presso Regione Lombardia, con decreto della Direzione Generale Sanità, composta da funzionari della Direzione stessa affiancati da professionisti esperti nelle tematiche oggetto del bando ed esperti in metodologia della ricerca.",,
71,7.,,
72,MODALITÀ DI VALUTAZIONE DEI PROGETTI - 1.,,
73,FASE DI PRESELEZIONE La valutazione dei progetti di ricerca presentati si articola in due fasi successive: 1.,,
74,"FASE DI PRESELEZIONE Nell’ambito delle aree tematiche previste dal bando, i soggetti individuati al precedente punto 3, devono presentare una Lettera d’intenti (nel sistema ON-LINE è denominata Modulo di Adesione) con una descrizione sintetica dell’attività di ricerca contenente i seguenti punti: a) Titolo del progetto; b) Area tematica; c) Abstract; d) Obiettivi e finalità del progetto; e) Proposte di piani di lavoro; f) Ricadute sul sistema/trasferibilità; g) Esperienze del Principal Investigator di progetto (Responsabile Scientifico); h) Partners; i) Durata del progetto; j) Costo del progetto e voci di spesa.",,
75,"Inoltre, la Lettera d’intenti deve essere correlata dai dati del Principal Investigator del progetto accompagnati da sintetico curriculum vitae (compilabile nel sistema ON - LINE).",,
76,Il sistema ON-LINE permette l’invio elettronico della Lettera di Intenti automaticamente solo ai soggetti ammessi a presentare domanda di cui al precedente punto 3.,,
77,"Le Lettere d’Intenti, sono valutate dalla Commissione tecnico-scientifica, di cui al punto 5, che esprime un giudizio sintetico in base alla qualità complessiva della proposta progettuale utilizzando la seguente scala di valutazione: 0 punti = insufficiente/non ammissibile 10 punti = sufficiente 20 punti = discreto 30 punti = buono 40 punti = molto buono 50 punti = eccellente",,
78,"L’esito della preselezione consiste in un giudizio di ammissibilità alla fase di valutazione successiva e pertanto sono previsti progetti: - AMMISSIBILI/NON AMMISSIBILI I progetti giudicati ammissibili non acquisiscono nessun diritto all’erogazione di contributi da parte della Regione, ma solo la possibilità di accedere alla successiva fase di valutazione.",,
79,8.,,
80,MODALITÀ DI VALUTAZIONE DEI PROGETTI - 2.,,
81,FASE DI VALUTAZIONE 2.,,
82,"FASE DI VALUTAZIONE I soggetti proponenti che superano la fase di preselezione, saranno valutati sulla base del Progetto esecutivo redatto secondo la modulistica scaricabile da GEFO e caricata ON-LINE in Fase di Adesione.",,
83,Nella tabella che segue sono indicati gli elementi oggetto di valutazione e il relativo punteggio per quanto riguarda i Progetti esecutivi: ELEMENTI OGGETTO DI VALUTAZIONE,,
84,PUNTEGGIO,,
85,Esperienze del Principal Investigator,,
86,(0 – 5 punti),,
87,Innovazione scientifica/originalità,,
88,(0 – 10 punti),,
89,Metodologia di lavoro,,
90,(0 – 15 punti),,
91,Ricadute sul sistema (trasferibilità) e coerenza con gli obiettivi di programmazione regionale,,
92,(0 – 20 punti),,
93,Punteggio massimo ottenibile,,
94,50 punti,,
95,Bollettino Ufficiale,,
96,– 23 – Serie Ordinaria n. 5 - Mercoledì 30 gennaio 2013,,
97,La Commissione tecnico-scientifica valuta i Progetti esecutivi e predispone la graduatoria assegnando un punteggio a ciascuno degli elementi oggetto di valutazione.,,
98,"Inoltre, la Commissione esprime un sintetico giudizio complessivo per ogni Progetto esecutivo.",,
99,Il punteggio massimo assegnabile è pari a 100 punti risultante dalla sommatoria del punteggio ottenuto nella fase di preselezione (max 50 punti) e di quello relativo alla fase di valutazione (max 50 punti).,,
100,Non saranno finanziati i progetti che avranno ottenuto un punteggio inferiore a 40 punti (punteggio minimo).,,
101,"I progetti esecutivi saranno valutati individualmente dai singoli membri della Commissione e successivamente, in una seduta collegiale finalizzata a discutere ed armonizzare le valutazioni espresse dai singoli.",,
102,9.,,
103,"COSTI E VOCI DI SPESA Le Lettere d’Intenti (Modulo di Adesione) e i Progetti esecutivi devono indicare il costo complessivo del progetto e a preventivo l’indicazione delle seguenti voci di spesa: • Personale [personale strutturato (dipendente), a contratto, consulenza]; • Missioni; • Attrezzature; • Materiale di consumo; • Pubblicazioni/convegni; • Elaborazioni dati; • Spese generali.",,
104,"Il sistema ON-LINE GEFO prevede la compilazione delle sole voci di spesa previste fino al valore massimo complessivo di 300.000,00 Euro.",,
105,10.,,
106,MODALITÀ E TERMINI PER LA PRESENTAZIONE DELLE DOMANDE Le progettualità devono: a) essere presentate esclusivamente ON–LINE mediante connessione internet al sito: https://gefo.servizirl.it,,
107,"Cliccando sul link «AIUTO» e seguendo le istruzioni indicate, l’utente potrà registrarsi e profilarsi come soggetto proponente. a) in caso di partenariato, essere presentate solo dal soggetto capofila che coordina il progetto; b) tutti gli allegati (Progetto Esecutivo, Informativa Privacy e Curriculum Vitae) devono essere presentati seguendo la procedura ONLINE di adesione al Bando; c) pervenire, a cura e sotto l’esclusiva responsabilità del proponente, entro e non oltre il 15° giorno dalla pubblicazione del bando sul Bollettino Ufficiale della Regione Lombardia (BURL); Il sistema ON-LINE permetterà l’invio delle domande e degli allegati nei tempi previsti dal bando.",,
108,Fa fede esclusivamente la data di invio della documentazione mediante le procedure elettroniche previste dal sistema ON-LINE.,,
109,La lingua ammessa per la presentazione della documentazione richiesta è l’italiano.,,
110,11.,,
111,"CONCESSIONE ED EROGAZIONE DEL CONTRIBUTO I progetti inseriti in graduatoria con un punteggio superiore alla soglia di punteggio minimo, saranno finanziati da Regione Lombardia sino ad esaurimento delle risorse di cui al punto 4.",,
112,"Regione Lombardia definisce, inoltre, l’ammontare del finanziamento per i singoli progetti tenendo conto delle valutazioni espresse dalla Commissione tecnico-scientifica.",,
113,"Il contributo regionale è erogato secondo le seguenti tempistiche e modalità: • 40% al momento della comunicazione, da parte del soggetto proponente/capofila alla competente struttura regionale, dell’inizio attività di ricerca e della presentazione del progetto esecutivo corredato dalle voci di costo e dal cronoprogramma; • 30% successivamente all’approvazione, da parte della competente struttura regionale, della relazione intermedia accompagnata dalla rendicontazione contabile entro 60 giorni dalla presentazione alla stessa struttura della suddetta documentazione; • 30% successivamente all’approvazione, da parte della competente struttura regionale, della relazione scientifica finale accompagnata dalla rendicontazione contabile.",,
114,12.,,
115,"VERIFICA SULL’IMPIEGO DEI CONTRIBUTI Ai fini della verifica della realizzazione delle attività connesse ai progetti di ricerca e del corretto utilizzo dei finanziamenti, i soggetti beneficiari del contributo regionale dovranno presentare idonea e puntuale rendicontazione finanziaria e una relazione tecnico - scientifica che evidenzi l’attività svolta, i risultati raggiunti, la stretta coerenza con il progetto approvato e finanziato da Regione Lombardia e la potenziale ricaduta sul sistema sanitario lombardo.",,
116,I contributi erogati sono vincolati alla realizzazione delle attività connesse al progetto di ricerca per il quale sono stati concessi e non possono essere utilizzati per finalità diverse da quelle per le quali sono stati assegnati.,,
117,Ogni eventuale variazione del progetto deve essere preventivamente comunicata e autorizzata dalla competente struttura regionale.,,
118,Il mancato o diverso utilizzo dei contributi assegnati comporterà la decadenza del diritto al sostegno regionale e la revoca dei contributi eventualmente già erogati.,,
119,13.,,
120,RENDICONTAZIONE CONTABILE Le tranche del contributo regionale sono erogate a fronte della presentazione di corretta rendicontazione contabile.,,
121,"Il costo esposto per dare luogo al pagamento deve: • essere effettivamente sostenuto e contabilizzato, ovvero le spese devono essere state effettivamente pagate a soggetti terzi (es. fornitori, personale, altro) nell’attuazione delle attività progettuali e aver dato luogo a registrazioni contabili in conformità con le disposizioni normative in materia contabile; • essere giustificato da fatture quietanzate.",,
122,La rendicontazione contabile deve essere presentata utilizzando esclusivamente il sistema ON-LINE GEFO.,,
123,– 24 –,,
124,Bollettino Ufficiale,,
125,Serie Ordinaria n. 5 - Mercoledì 30 gennaio 2013 14.,,
126,"OBBLIGHI DEI SOGGETTI BENEFICIARI I soggetti beneficiari con la presentazione della domanda accettano quanto stabilito nel presente bando e si obbligano a: comunicare a Regione Lombardia ogni modifica che dovesse intervenire relativamente al Responsabile scientifico e/o relativamente ai partner; fornire le informazioni e la documentazione che potrà essere richiesta durante la realizzazione del progetto e dopo la sua conclusione; I soggetti beneficiari sono tenuti a realizzare il progetto così come approvato da Regione Lombardia, gestendo in proprio le attività in esso previste, ad eccezione delle attività che dovessero realizzare i soggetti partner che, in ogni caso sono state dichiarate in fase di presentazione dei progetti.",,
127,15.,,
128,"PROROGHE - MODIFICHE - RINUNCIA I soggetti beneficiari, attraverso il Responsabile scientifico del progetto, devono tempestivamente comunicare all’Ufficio preposto di Regione Lombardia le seguenti variazioni rispetto al progetto esecutivo ammesso a finanziamento; • richiesta di proroga dei tempi previsti per la realizzazione del progetto, debitamente motivata; • richiesta di variazione delle voci di spesa debitamente motivata; • richiesta di variazione di alcuni obiettivi del progetto, debitamente motivata; I soggetti beneficiari, qualora siano impossibilitati a realizzare il progetto in tutto o in parte, devono dare tempestiva e motivata comunicazione di rinuncia all’Ufficio preposto di Regione Lombardia.",,
129,16.,,
130,REVOCA Il finanziamento concesso può essere revocato totalmente o parzialmente in caso di: mancato rispetto da parte del soggetto beneficiario delle prescrizioni e dei vincoli indicati nel presente bando e nel provvedimento di assegnazione; mancata realizzazione del progetto; parziale realizzazione del progetto; relazione scientifica e/o rendicontazione totalmente insufficiente; relazione scientifica e/o rendicontazione parzialmente sufficiente; mancato rispetto dei tempi previsti per la realizzazione del progetto; mancato rispetto dei termini fissati per la presentazione delle relazioni scientifiche e/o delle rendicontazioni delle spese; non conformità tra contenuto del progetto realizzato e le dichiarazioni contenute nella domanda ammessa al finanziamento.,,
131,17.,,
132,PUBBLICAZIONE E INFORMAZIONE Il presente Bando è pubblicato sul Bollettino Ufficiale della Regione Lombardia (BURL).,,
133,"Inoltre, è a disposizione sul sito http://www. sanita.regione.lombardia.it Qualsiasi informazione sul bando potrà essere richiesta alla Direzione generale Sanità, via mail al seguente indirizzo: mariella_de_biase@regione.lombardia.it 18.",,
134,TRATTAMENTO DEI DATI PERSONALI Ai sensi del d.lgs.,,
135,"30 giugno 2003 n. 196, i dati acquisiti in esecuzione del presente bando sono utilizzati esclusivamente per le finalità relative al procedimento amministrativo per il quale vengono comunicati, secondo le modalità previste dalle leggi e dai regolamenti vigenti.",,
136,Il Titolare del trattamento dei dati è la Giunta regionale della Lombardia e il responsabile del trattamento è il Direttore generale della Direzione generale Sanità.,,
137,19.,,
138,"COMUNICAZIONE In tutte le iniziative di comunicazione pubblica delle attività realizzate e dei risultati ottenuti nell’ambito dei progetti di ricerca finanziati, dovrà essere utilizzato su tutto il materiale prodotto per la promozione e divulgazione, il marchio di Regione Lombardia - Direzione generale Sanità.",,
139,"Le modalità di utilizzazione del predetto marchio dovranno, comunque, essere preventivamente concordate con la competente struttura regionale.",,
140,20.,,
141,"INNOVAZIONE E PROPRIETÀ INTELLETTUALE Per «innovazione» si intende qualsiasi risultato delle attività di ricerca afferenti ai progetti finanziati, che sia idoneo ad essere applicato alla pratica clinica.",,
142,"Nel caso in cui il beneficiario del contributo realizzi un’innovazione, la proprietà è esclusivamente dell’Ente beneficiario.",,
143,"Inoltre, l’Ente si impegna a comunicare tempestivamente a Regione Lombardia tale risultato e le sue possibili implicazioni di sviluppo.",,
144,"Nel caso in cui si proceda alla brevettazione/registrazione dell’innovazione, l’Ente beneficiario del contributo si impegna a indicare come co-intestatario del brevetto anche Regione Lombardia, salvo diversa volontà di quest’ultima, la quale non potrà esercitare alcun diritto di gestione patrimoniale.",,
145,Di tale impegno l’ente beneficiario del contributo si impegna a redigere apposita dichiarazione scritta.,,
