sentence number,sentence,value (0/1)
25,14 febbraio 2001 «Atto di indirizzo e coordinamento in materia di prestazioni socio sanitarie» e 29 novembre 2001 «Definizione dei livelli essenziali di assistenza»; • la l.r.,,
26,"2 aprile 2007, n. 8 «Disposizioni in materia di attività sanitarie e socio-sanitarie.",,
27,Collegato» e successive modifiche; • la l.r.,,
28,"12 marzo 2008, n. 3 «Governo della rete degli interventi e dei servizi alla persona in ambito sociale e socio-sanitario»; • la l.r.",,
29,"30 dicembre 2009, n. 33: «Testo unico delle leggi regionali in materia di sanità»; • la d.c.r.",,
30,"17 novembre 2010, n. 88 di approvazione del «Piano Socio Sanitario Regionale 2010-2014»; Richiamate le dd.g.r.: • la d.g.r.",,
31,"22 marzo 2002, n. 8494 «Requisiti per l’autorizzazione al funzionamento e l’accreditamento dei Centri diurni integrati (C.D.I.)»; • la d.g.r.",,
32,"9 maggio 2003, n. 12903 «Indirizzi e criteri per la remunerazione regionale dei Centri Diurni Integrati accreditati in attuazione della d.g.r.",,
33,"22 marzo 2002, n. 8494»; • 1 dicembre 2010 n. 937 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2011»; • 6 dicembre 2011 n. 2633 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2012»; • 30 maggio 2012 n. 3540 «Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo»; • 26 ottobre 2012 n. 4334 «Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’esercizio 2013»; Considerato che l’unità di offerta socio sanitaria: C.D.I.",,
34,"«Germano Boninsegna» con sede in Pegognaga (MN), via Donatori di Sangue n. 12, gestito dall’ente «C.S.A. Cooperativa Servizi Assistenziali Società Cooperativa Sociale», con sede legale in Mantova, via Gelso n. 8, C.F. 01697440202, è già accreditato con d.g.r. del 13 ottobre 2009, n. 10309 per n. 10 posti e a contratto;",,
